Producto, Volumen mtro3
7953,0.2293869
7954,0.05602683
7955,0.046322
7956,0.0009539
7957,0.017281
7958,1.276e-05
7959,0.027193
7960,0.1895
7961,0.000603
7962,0.001372
7963,0.0001
7964,0.001
7965,7.71e-06
7966,0.071824
7967,0.000426
7968,3.4e-05
7969,0.497666
7970,0.006157
7971,0.0009568
7972,8.508e-05
7973,0.007159
7974,0.000646
7975,0.2293869
7976,0.62437233
7977,0.0009958
7978,0.001
7979,0.00054
7980,0.003434
7981,0.000294
7982,0.025238
7983,0.03065848
7984,0.094
7985,0.107047
7986,0.00093183
7987,1.276e-05
7988,0.00992
7989,0.1277
7990,0.001617
7991,0.001597
7992,0.0009539
7993,0.006904
7994,0.020912
7995,0.0009568
7996,0.000601
7997,0.003434
7998,0.07844938
7999,0.10649221
8000,0.001
8001,0.0009323
8002,0.0009568
8003,0.00836071
8004,5.08e-06
8005,0.02
8006,0.001
8007,0.020912
8008,0.526842
8009,0.006222
8010,0.061
8011,0.020335
8012,0.11
8013,0.1837185
8014,0.0009568
8015,0.0024371
8016,0.03795953
8017,0.001
8018,0.08764034
8019,0.83
8020,0.055245
8021,0.0002
8022,0.0633
8023,0.001
8024,0.08993931
8025,0.0009568
8026,0.134097
8027,0.00054
8028,0.006755
8029,1.81
8030,0.000266
8031,0.0001
8032,0.006222
8033,0.0015
8034,0.0009568
8035,0.33
8036,0.46
8037,0.0170786
8038,1e-06
8039,5.08e-05
8040,0.0009568
8041,0.002956
8042,0.006904
8043,0.0032992
8044,0.001
8045,0.00296
8046,0.0263
8047,0.00642
8048,1.376
8049,0.723
8050,0.7637
8051,0.0009568
8052,0.01
8053,0.003868
8054,0.00061861
8055,0.036828
8056,7.7e-05
8057,0.000322
8058,0.276996
8059,0.05
8060,0.0001
8061,0.0070502
8062,0.01032312
8063,0.00196
8064,0.0004788
8065,0.0459841
8066,0.22
8067,0.006893
8068,0.011231
8069,0.0009568
8070,0.002783
8071,0.18921641
8072,0.00094812
8073,2.356
8074,0.0009568
8075,0.002956
8076,0.253318
8077,0.00057302
8078,0.01296
8079,0.00105
8080,0.01
8081,0.768824
8082,0.00055037
8083,0.013794
8084,0.037606
8085,0.0009568
8086,0.0009568
8087,0.000792
8088,0.174182
8089,0.384
8090,0.010481
8091,0.000729
8092,0.00057134
8093,0.006222
8094,1.1983904
8095,0.00054033
8096,0.05
8097,0.001125
8098,1.17908956
8099,0.67774
8100,0.0009568
8101,0.0001
8102,0.001125
8103,0.003017
8104,0.00094812
8105,0.029526
8106,0.00105
8107,0.00054
8108,0.020912
8109,0.002138
8110,0.00054
8111,0.00029034
8112,2.356
8113,0.24861992
8114,0.0001
8115,5.3e-05
8116,0.001617
8117,4.254e-05
8118,0.0038214
8119,7.423e-05
8120,0.000603
8121,0.768824
8122,0.0102
8123,0.00093183
8124,0.0009568
8125,0.02987
8126,0.39166253
8127,0.01
8128,0.0009568
8129,0.0009568
8130,0.62437233
8131,0.000611
8132,0.0009539
8133,0.07
8134,0.0004788
8135,0.01842676
8136,0.0009568
8137,0.000698
8138,0.001617
8139,0.12702616
8140,0.00712041
8141,0.00056
8142,7.31e-06
8143,0.00105
8144,0.0009568
8145,6.135e-05
8146,0.285673
8147,0.00105
8148,0.00099773
8149,0.0298
8150,0.028782
8151,0.0001
8152,0.000603
8153,0.22
8154,0.129
8155,0.0024371
8156,0.077
8157,0.723
8158,0.556999
8159,0.0009568
8160,0.0050955
8161,0.011648
8162,0.0001
8163,0.0002
8164,1.00725
8165,0.00345244
8166,0.003017
8167,0.00054
8168,0.33281697
8169,0.0005428
8170,0.006235
8171,0.013735
8172,0.09
8173,0.009155
8174,0.001
8175,0.0009568
8176,0.00093183
8177,0.006222
8178,0.02127219
8179,0.02122
8180,0.02
8181,0.337996
8182,1.14294
8183,0.011129
8184,0.001
8185,0.002975
8186,0.094
8187,0.103
8188,0.000322
8189,0.0009568
8190,0.001826
8191,0.006157
8192,0.405144
8193,0.3885
8194,0.27216
8195,0.00054
8196,0.025238
8197,0.000322
8198,0.00143752
8199,0.002568
8200,0.00086526
8201,0.0035606
8202,1.68e-05
8203,0.556999
8204,0.000611
8205,0.21
8206,0.0685006
8207,0.019193
8208,0.0009539
8209,0.00642
8210,0.0009539
8211,0.28865747
8212,0.000603
8213,1.61e-05
8214,0.00642
8215,0.223125
8216,0.0009568
8217,0.000611
8218,0.014047
8219,0.000611
8220,0.00642
8221,0.001125
8222,0.15
8223,1.12
8224,0.000104
8225,0.056515
8226,0.0009568
8227,0.053006
8228,0.010481
8229,0.0035606
8230,0.000852
8231,0.006235
8232,5.08e-05
8233,0.0791
8234,1.51
8235,0.580074
8236,0.00345244
8237,1.376
8238,3.4e-05
8239,0.050597
8240,0.487
8241,0.0009568
8242,0.0009568
8243,0.0009568
8244,0.066485
8245,0.00061613
8246,0.02987
8247,0.00093183
8248,0.0009568
8249,0.001
8250,0.020912
8251,1.308
8252,0.205264
8253,0.337996
8254,0.0009568
8255,0.44
8256,0.00498
8257,0.021026
8258,0.744205
8259,0.015786
8260,0.30598365
8261,7.33e-06
8262,1.61431182
8263,0.046942
8264,0.0001
8265,0.004511
8266,0.06
8267,0.01032312
8268,0.01269132
8269,0.003168
8270,0.02
8271,0.0001
8272,0.002956
8273,0.0009568
8274,0.2293869
8275,1.6
8276,0.0009568
8277,0.0371462
8278,0.08365935
8279,0.163511
8280,0.074915
8281,0.022289
8282,0.062832
8283,0.0009568
8284,0.06
8285,0.162957
8286,0.4502
8287,0.00058347
8288,0.00053478
8289,0.000603
8290,0.020912
8291,0.006904
8292,0.055245
8293,0.372356
8294,0.00054
8295,0.001
8296,0.02016
8297,7.31e-06
8298,0.044528
8299,0.0062613
8300,0.10649221
8301,0.020912
8302,1.276e-05
8303,0.001
8304,0.009155
8305,1.14294
8306,0.723
8307,0.00712041
8308,0.134097
8309,0.0009568
8310,0.294
8311,0.020121
8312,0.00054
8313,0.000603
8314,6.135e-05
8315,0.00345244
8316,0.055245
8317,0.07246864
8318,1.6256
8319,0.00296
8320,0.3641
8321,0.174182
8322,0.002997
8323,0.563538
8324,0.12702616
8325,0.001125
8326,0.001
8327,0.00054
8328,0.7943
8329,0.0008218
8330,0.0009568
8331,0.144
8332,0.00105
8333,0.01440517
8334,0.86
8335,0.025238
8336,0.0009568
8337,0.00495
8338,0.09
8339,0.0001
8340,0.04
8341,0.020912
8342,0.0009958
8343,0.017202
8344,0.001
8345,1.6
8346,0.0009568
8347,0.01
8348,2.248e-05
8349,0.0009568
8350,0.018076
8351,6.883e-05
8352,0.0035158
8353,0.0018891
8354,0.11
8355,0.0009568
8356,0.000603
8357,0.00712
8358,0.09
8359,0.0009568
8360,0.0009568
8361,6.75e-06
8362,7.33e-06
8363,0.08993931
8364,0.00054
8365,0.794116
8366,0.001
8367,0.000611
8368,0.003868
8369,0.0009568
8370,0.000611
8371,0.02464
8372,0.0009568
8373,0.001
8374,0.091266
8375,0.000322
8376,0.00391763
8377,0.57174
8378,0.0009958
8379,0.00093183
8380,0.00094812
8381,0.03508897
8382,0.000698
8383,0.003434
8384,0.082965
8385,0.00712041
8386,0.0001
8387,0.0114272
8388,0.59
8389,6.75e-06
8390,0.21735
8391,0.02298751
8392,0.025285
8393,0.831
8394,0.001211
8395,0.05
8396,0.00642
8397,0.1135
8398,0.54717
8399,0.21246568
8400,0.00296
8401,0.000474
8402,0.028782
8403,0.006904
8404,0.031977
8405,0.00094812
8406,0.537464
8407,0.141674
8408,0.000456
8409,0.055245
8410,0.28865747
8411,0.12
8412,0.0009
8413,0.3885
8414,0.004623
8415,0.0009958
8416,0.172
8417,0.00056
8418,0.006222
8419,0.0009568
8420,0.000603
8421,0.43168
8422,0.002956
8423,0.000611
8424,0.556999
8425,0.163
8426,0.00430529
8427,0.08993931
8428,0.013735
8429,0.00345244
8430,0.00039187
8431,0.39166253
8432,0.006235
8433,2.414e-05
8434,0.007013
8435,0.00054
8436,0.00029034
8437,0.01842676
8438,0.001
8439,0.141674
8440,0.05625
8441,1.382013
8442,0.006235
8443,0.006755
8444,0.00345244
8445,0.01164375
8446,0.0321
8447,0.011231
8448,0.056766
8449,0.001
8450,0.00121
8451,0.0010908
8452,0.08151985
8453,6e-06
8454,0.119952
8455,0.72
8456,7.64e-06
8457,0.00053478
8458,9.52e-05
8459,0.27
8460,0.028782
8461,0.000601
8462,0.031977
8463,0.17304
8464,0.000528
8465,1.382013
8466,0.00399
8467,0.134097
8468,0.03
8469,0.485998
8470,0.05936
8471,0.001
8472,0.0004
8473,0.02
8474,0.18921641
8475,0.0009568
8476,0.002573
8477,0.00442
8478,0.002573
8479,0.002647
8480,0.093329
8481,0.12285336
8482,2.4e-05
8483,0.00056
8484,0.00052
8485,0.019193
8486,0.0009568
8487,0.003696
8488,0.00391763
8489,0.241743
8490,0.05756391
8491,0.007449
8492,0.001
8493,0.00054
8494,1.276e-05
8495,0.0001
8496,0.000603
8497,0.000404
8498,0.05936
8499,0.01
8500,0.044528
8501,0.20382264
8502,0.001125
8503,0.00126
8504,0.0436
8505,0.42
8506,0.01842676
8507,0.002793
8508,0.7637
8509,0.0009539
8510,0.62437233
8511,0.012365
8512,0.28052
8513,0.000216
8514,0.0009568
8515,0.05626684
8516,0.001
8517,0.000298
8518,0.000601
8519,0.0009568
8520,0.06
8521,0.001
8522,0.023199
8523,0.0009539
8524,0.000266
8525,1.00725
8526,0.0070502
8527,0.00054
8528,0.001125
8529,0.0010908
8530,0.87
8531,0.001376
8532,0.537464
8533,0.78
8534,0.002956
8535,0.008
8536,1.68e-05
8537,0.0009958
8538,0.00112
8539,0.30705
8540,0.0024371
8541,0.001125
8542,0.00345244
8543,0.0433
8544,0.000216
8545,0.029526
8546,0.00345244
8547,5.299e-05
8548,0.0009568
8549,0.54717
8550,0.04
8551,0.276996
8552,0.000456
8553,1.171146
8554,0.014749
8555,0.006755
8556,0.003365
8557,0.0009568
8558,0.003168
8559,0.001125
8560,0.000104
8561,0.000646
8562,0.0009568
8563,0.1135
8564,0.0070748
8565,0.0011
8566,0.0009568
8567,0.02
8568,0.11027378
8569,0.03619
8570,1.555
8571,0.587
8572,0.02987
8573,0.001235
8574,0.000601
8575,0.00054
8576,0.006904
8577,0.00054
8578,0.006235
8579,0.002747
8580,0.0001
8581,0.006235
8582,0.001125
8583,0.12
8584,0.052
8585,0.00214414
8586,0.002554
8587,0.18921641
8588,0.020121
8589,2.053
8590,0.00345244
8591,0.33281697
8592,0.294
8593,0.01
8594,0.0004788
8595,0.587
8596,0.02127219
8597,0.0009568
8598,0.02122
8599,0.01269132
8600,0.32916
8601,0.108836
8602,0.655312
8603,0.081
8604,1.308
8605,0.0001
8606,0.1277
8607,0.027532
8608,0.00642
8609,0.00054
8610,0.04394258
8611,0.026416
8612,0.050509
8613,0.0768
8614,0.001125
8615,0.00056
8616,0.01248
8617,0.001826
8618,0.0035158
8619,0.026416
8620,0.003434
8621,0.9208
8622,0.01111834
8623,0.0263
8624,0.001125
8625,0.000603
8626,0.001125
8627,2.56986114
8628,0.000603
8629,0.004752
8630,0.006235
8631,0.107047
8632,0.028782
8633,0.06
8634,0.001125
8635,0.174182
8636,1.276e-05
8637,0.006222
8638,0.031952
8639,0.6842
8640,0.83
8641,0.0001
8642,0.03
8643,0.00712041
8644,0.001
8645,0.00829818
8646,0.00050029
8647,0.029526
8648,0.28865747
8649,0.00093183
8650,0.011129
8651,0.1226
8652,0.019193
8653,0.00036
8654,0.020121
8655,0.001
8656,0.00296
8657,0.029561
8658,0.62437233
8659,0.00057134
8660,0.025238
8661,0.020121
8662,0.013034
8663,1.12
8664,0.006222
8665,0.0009568
8666,0.000474
8667,0.000166
8668,0.0001
8669,0.000456
8670,0.00345244
8671,0.020912
8672,0.20382264
8673,0.00054033
8674,0.0009568
8675,0.01
8676,0.0033827
8677,0.006
8678,0.000528
8679,0.0007308
8680,0.000322
8681,0.2293869
8682,0.012376
8683,0.000322
8684,1.276e-05
8685,0.050509
8686,0.000601
8687,0.006222
8688,0.163511
8689,0.093329
8690,0.79
8691,0.000456
8692,0.01164375
8693,0.00093183
8694,0.002956
8695,0.001
8696,0.9363
8697,0.00449
8698,0.00056
8699,0.0009539
8700,0.000603
8701,0.01319738
8702,0.020335
8703,0.001125
8704,6e-06
8705,0.0460025
8706,0.24885
8707,0.253318
8708,0.0001
8709,0.39166253
8710,0.001
8711,0.001
8712,0.006222
8713,0.00021
8714,0.002755
8715,0.0001
8716,0.0001
8717,1.181
8718,0.0004
8719,0.00056
8720,0.01677
8721,0.02987
8722,0.000611
8723,0.008012
8724,0.055245
8725,0.03121867
8726,0.066151
8727,0.01319738
8728,0.012376
8729,0.10494707
8730,0.00054
8731,0.00345244
8732,0.0001
8733,0.006222
8734,0.348676
8735,0.000601
8736,0.191
8737,0.06184496
8738,0.000266
8739,0.21
8740,0.05602683
8741,0.00027
8742,4.5e-06
8743,0.001
8744,0.000852
8745,0.017668
8746,2.25
8747,0.0009568
8748,0.21
8749,0.053006
8750,0.27216
8751,0.0702768
8752,0.0622
8753,7.423e-05
8754,0.006624
8755,0.000603
8756,3.666e-05
8757,0.001125
8758,0.00053854
8759,0.00054
8760,0.001261
8761,0.0053929
8762,0.046942
8763,0.002
8764,0.00116481
8765,0.11027378
8766,0.001637
8767,0.0702768
8768,0.00345244
8769,0.006222
8770,0.02987
8771,0.00054
8772,0.0009568
8773,0.0009568
8774,0.03232226
8775,0.178748
8776,0.025238
8777,0.343217
8778,0.000646
8779,0.08764034
8780,0.0009568
8781,0.01
8782,0.00288
8783,0.001125
8784,0.0007308
8785,0.025238
8786,0.62437233
8787,0.070148
8788,0.119167
8789,0.002636
8790,0.00214414
8791,0.00214414
8792,0.00430529
8793,6e-05
8794,0.0004
8795,0.001125
8796,0.01111834
8797,0.040125
8798,0.006235
8799,2.35
8800,0.006235
8801,0.001
8802,1.12
8803,0.20382264
8804,0.0009568
8805,1.276e-05
8806,0.60225
8807,0.00033517
8808,0.000852
8809,7.31e-06
8810,0.05324701
8811,0.00094812
8812,0.00093183
8813,0.107047
8814,0.294
8815,0.32126
8816,0.1815
8817,0.13395791
8818,0.002755
8819,0.39166253
8820,0.00214414
8821,0.3641
8822,0.356409
8823,0.05602683
8824,0.000603
8825,0.0702768
8826,0.256
8827,0.0001
8828,0.0298
8829,0.379956
8830,1.46035
8831,0.00094812
8832,0.0001
8833,0.114
8834,0.001125
8835,0.001
8836,0.000611
8837,0.0009568
8838,0.0009568
8839,0.003434
8840,0.086225
8841,0.0009539
8842,0.0622
8843,0.29626047
8844,5.08e-06
8845,0.00105
8846,0.0009539
8847,0.0001
8848,1.29
8849,0.004576
8850,0.193608
8851,0.028782
8852,0.007449
8853,0.54216475
8854,5.08e-06
8855,0.009155
8856,0.001637
8857,0.001125
8858,0.000792
8859,0.0459841
8860,0.11027378
8861,0.0009568
8862,0.002568
8863,0.001125
8864,0.006904
8865,1.68e-05
8866,0.0018847
8867,0.01842676
8868,0.081
8869,0.031952
8870,0.011129
8871,5e-06
8872,0.001
8873,0.0009568
8874,0.002554
8875,0.001
8876,0.4205
8877,0.0009568
8878,0.028782
8879,2.86e-05
8880,0.00094812
8881,0.234
8882,0.001
8883,0.006
8884,0.02987
8885,0.02066131
8886,0.54
8887,5.81e-06
8888,0.54925
8889,0.0225
8890,0.00057302
8891,0.42
8892,0.00105
8893,0.0009568
8894,0.000266
8895,0.0001
8896,0.39166253
8897,0.000611
8898,7.31e-06
8899,0.006755
8900,0.001
8901,0.003394
8902,0.039855
8903,0.00164
8904,0.0001
8905,0.08151985
8906,0.0493
8907,0.00955333
8908,0.000601
8909,0.008536
8910,0.0001
8911,0.055245
8912,0.001
8913,0.0035158
8914,0.008
8915,0.0170786
8916,0.0009568
8917,0.017281
8918,0.00214414
8919,0.04
8920,0.0009568
8921,1.276e-05
8922,0.001125
8923,0.0001
8924,0.12
8925,0.0009568
8926,0.01653
8927,0.00056
8928,0.091266
8929,0.00052
8930,0.020121
8931,0.294
8932,0.0038214
8933,0.3885
8934,0.54717
8935,0.0009568
8936,0.0009568
8937,0.07246864
8938,0.006222
8939,0.03728076
8940,0.002554
8941,0.002582
8942,1.379e-05
8943,0.21
8944,0.007159
8945,0.010939
8946,0.0622
8947,0.134097
8948,0.006222
8949,0.0009568
8950,0.337996
8951,0.002554
8952,0.18921641
8953,0.06807
8954,1.382013
8955,0.00033585
8956,0.02987
8957,0.020912
8958,0.006235
8959,0.029561
8960,0.0009323
8961,0.63285
8962,0.050449
8963,0.253318
8964,0.3854965
8965,0.005324
8966,0.00054
8967,0.3
8968,0.01269132
8969,0.54216475
8970,0.234
8971,0.06
8972,0.001125
8973,0.0263
8974,0.0001
8975,0.744205
8976,0.000926
8977,0.002647
8978,0.22063105
8979,7.71e-06
8980,0.556999
8981,0.055245
8982,0.4502
8983,0.009155
8984,0.0009568
8985,0.03619
8986,0.1241
8987,0.93684575
8988,0.03232226
8989,0.00214414
8990,0.00164
8991,0.013735
8992,0.00345244
8993,0.050597
8994,0.93684575
8995,5.81e-06
8996,0.071824
8997,0.00438691
8998,0.003434
8999,7.423e-05
9000,0.06912
9001,0.00057302
9002,0.0009958
9003,0.0009568
9004,0.0009568
9005,0.00449
9006,0.00052922
9007,0.013034
9008,0.0009568
9009,0.022181
9010,0.001826
9011,0.0114272
9012,0.00383189
9013,0.234
9014,0.001
9015,0.01269132
9016,0.0009568
9017,0.000988
9018,0.00054
9019,0.02987
9020,0.93684575
9021,0.013735
9022,0.00054
9023,0.0045
9024,0.013735
9025,0.006
9026,0.001826
9027,3e-05
9028,0.027193
9029,0.00083164
9030,0.27216
9031,0.05602683
9032,0.029561
9033,0.001
9034,1e-06
9035,0.02298751
9036,0.00039187
9037,0.000611
9038,0.7943
9039,0.012145
9040,0.00296
9041,0.559065
9042,1.850256
9043,0.02331
9044,0.00712041
9045,0.128
9046,0.107047
9047,0.1135
9048,0.0113
9049,0.0001
9050,0.0009568
9051,0.081
9052,0.020912
9053,0.22019
9054,0.028782
9055,0.01842676
9056,0.0009568
9057,0.0009958
9058,0.00126
9059,0.0009568
9060,0.18921641
9061,0.119167
9062,0.003434
9063,0.001
9064,0.02122
9065,0.010574
9066,1.276e-05
9067,0.026416
9068,0.055245
9069,0.000266
9070,1.6
9071,0.00296
9072,0.00093183
9073,0.01105962
9074,0.0263
9075,0.01
9076,0.000603
9077,0.001
9078,0.000426
9079,0.01
9080,0.091266
9081,0.134097
9082,0.54717
9083,4.5e-06
9084,0.061204
9085,0.001125
9086,0.0009323
9087,0.0009568
9088,0.00105
9089,7.64e-06
9090,0.0436
9091,0.00052922
9092,0.06184496
9093,0.000611
9094,6.89e-05
9095,0.000735
9096,0.00891
9097,0.021026
9098,0.384
9099,0.006222
9100,0.0038214
9101,0.00288
9102,0.020912
9103,0.00066681
9104,0.253318
9105,0.000216
9106,0.001
9107,0.001125
9108,0.14678133
9109,0.012145
9110,1.46259
9111,0.0084
9112,0.008924
9113,1.25
9114,0.00063091
9115,0.000121
9116,0.22048779
9117,0.001
9118,0.00035347
9119,0.001
9120,0.037606
9121,0.001
9122,0.12346
9123,0.00054
9124,0.07
9125,0.0009568
9126,0.000735
9127,0.30705
9128,9.52e-05
9129,0.00081505
9130,0.53
9131,0.965696
9132,0.006222
9133,0.001
9134,0.0001
9135,0.0009568
9136,0.006222
9137,0.01
9138,0.00642
9139,0.0009568
9140,2e-06
9141,0.253318
9142,0.0009568
9143,0.001
9144,0.0009568
9145,0.0009
9146,0.00449
9147,0.57174
9148,6.135e-05
9149,0.128078
9150,0.29626047
9151,0.0001
9152,0.001125
9153,0.00094812
9154,0.00058347
9155,0.03508897
9156,0.028782
9157,0.00712041
9158,0.22019
9159,0.13395791
9160,0.017202
9161,7.78e-05
9162,0.00214414
9163,1.12
9164,0.01842676
9165,0.0009568
9166,0.00094812
9167,7.64e-06
9168,0.0015
9169,0.001
9170,0.002568
9171,0.003434
9172,0.001252
9173,0.001125
9174,0.0009568
9175,4.229e-05
9176,0.00049945
9177,0.0001
9178,0.004039
9179,0.21
9180,0.001125
9181,0.00093183
9182,1.46035
9183,6e-06
9184,0.107047
9185,0.0009568
9186,0.0791
9187,0.05324701
9188,6.135e-05
9189,0.001
9190,0.000603
9191,0.005304
9192,0.10494707
9193,0.025238
9194,0.00712041
9195,0.0015
9196,0.001
9197,0.02
9198,0.000426
9199,0.0001
9200,0.00029
9201,0.019193
9202,1.25
9203,0.0009568
9204,0.0009568
9205,0.526842
9206,0.056515
9207,0.001
9208,0.00099773
9209,0.0002
9210,0.006235
9211,0.00105
9212,0.0038214
9213,2.4e-05
9214,0.01653
9215,0.0009958
9216,0.1728
9217,0.014321
9218,0.0009568
9219,0.01
9220,0.001
9221,0.020121
9222,0.011129
9223,4.682e-05
9224,0.18
9225,0.00054
9226,0.00438
9227,0.00105
9228,0.0001
9229,0.001135
9230,0.03795953
9231,0.06328
9232,0.205264
9233,0.0525
9234,1.382013
9235,0.006222
9236,0.30705
9237,0.0009568
9238,0.00105
9239,0.22063105
9240,0.176
9241,0.000715
9242,0.000611
9243,3e-05
9244,0.0263
9245,0.001125
9246,0.39698326
9247,0.005304
9248,0.001125
9249,0.006222
9250,0.013735
9251,0.00054
9252,0.034904
9253,0.28865747
9254,0.107047
9255,0.028782
9256,1.276e-05
9257,0.020912
9258,0.0001
9259,0.54216475
9260,0.00054
9261,0.003
9262,0.06
9263,0.134097
9264,0.00164
9265,0.028782
9266,0.0377
9267,0.00056
9268,0.0010908
9269,0.00345244
9270,1e-06
9271,0.00296
9272,0.006
9273,0.001125
9274,0.00054
9275,0.01277
9276,0.00036221
9277,0.00055037
9278,2.248e-05
9279,0.0001
9280,0.00033585
9281,0.00214414
9282,0.36814
9283,0.00988
9284,0.1277
9285,0.0009568
9286,0.008536
9287,0.0070748
9288,0.000603
9289,0.00438
9290,0.0170786
9291,0.006235
9292,0.001125
9293,0.0009568
9294,0.001125
9295,0.001
9296,0.0009568
9297,0.0062613
9298,0.0009568
9299,0.253318
9300,0.001
9301,0.12
9302,0.001
9303,0.06404
9304,0.094
9305,0.00055037
9306,0.0009568
9307,0.00054
9308,0.0460025
9309,0.03
9310,7.78e-05
9311,0.497666
9312,0.006904
9313,0.39166253
9314,0.587
9315,0.0009568
9316,0.000611
9317,0.02
9318,0.0001
9319,0.020121
9320,0.001125
9321,1.36
9322,0.009155
9323,0.0004
9324,0.0009568
9325,0.08
9326,0.00056
9327,0.08151985
9328,0.09
9329,0.081744
9330,1.2356
9331,0.3136
9332,0.00296
9333,0.00345244
9334,0.000413
9335,3.25
9336,1.181
9337,0.107047
9338,3.4e-05
9339,0.0009568
9340,0.056766
9341,0.00816903
9342,0.001
9343,0.094
9344,0.615246
9345,0.526842
9346,0.67973333
9347,0.094
9348,0.02298751
9349,0.0436
9350,0.000852
9351,0.001
9352,0.723
9353,0.071824
9354,7.33e-06
9355,0.08151985
9356,0.485998
9357,0.007159
9358,0.0009568
9359,0.017281
9360,0.0009958
9361,0.01
9362,0.0009568
9363,0.12
9364,0.00054
9365,0.05145
9366,0.04
9367,0.097
9368,0.017202
9369,0.050509
9370,0.36
9371,0.0009568
9372,0.62437233
9373,0.8
9374,0.0001
9375,0.00066681
9376,0.00054
9377,0.006904
9378,5.08e-06
9379,0.06
9380,0.0298
9381,0.00105
9382,0.055
9383,0.006904
9384,0.006904
9385,0.21246568
9386,0.001
9387,0.537464
9388,0.001125
9389,0.01440517
9390,0.001125
9391,0.007159
9392,0.004704
9393,0.000852
9394,0.028782
9395,0.00642
9396,0.037585
9397,0.020335
9398,0.0009568
9399,0.0114204
9400,0.0009568
9401,0.001181
9402,0.000646
9403,0.0009323
9404,0.056515
9405,0.046942
9406,1e-06
9407,0.83537743
9408,0.0001
9409,0.000729
9410,0.00039504
9411,0.00712041
9412,0.006075
9413,3.05
9414,0.0144
9415,0.000698
9416,0.0009568
9417,0.006239
9418,1.29
9419,0.006755
9420,0.0010908
9421,0.0009568
9422,0.1182
9423,0.0001
9424,0.0291313
9425,0.000525
9426,0.0009568
9427,0.10157854
9428,0.0768
9429,0.0009568
9430,3e-05
9431,0.0001
9432,0.174182
9433,0.0009568
9434,0.002603
9435,0.013735
9436,0.343217
9437,0.01
9438,0.001
9439,0.001
9440,0.000603
9441,0.01
9442,0.00296
9443,3.4e-05
9444,0.001
9445,0.046322
9446,0.02145
9447,0.00036
9448,2.5891
9449,0.30705
9450,0.002568
9451,0.00056
9452,1.02375
9453,1e-08
9454,0.000322
9455,0.343217
9456,0.00345244
9457,0.0003
9458,0.00105
9459,0.015786
9460,1e-05
9461,0.141674
9462,1.382013
9463,0.001
9464,0.01842676
9465,0.014321
9466,0.000611
9467,0.00093183
9468,0.12346
9469,0.001125
9470,0.008054
9471,0.005
9472,0.020335
9473,0.0009568
9474,0.006222
9475,0.002975
9476,0.794116
9477,0.0692
9478,0.006222
9479,0.00449
9480,0.007449
9481,0.006904
9482,0.001
9483,0.00642
9484,0.061
9485,0.134097
9486,0.01842676
9487,0.107047
9488,0.0009568
9489,0.00056
9490,0.28865747
9491,0.00068303
9492,0.723
9493,0.001125
9494,0.05
9495,0.0381
9496,0.044528
9497,0.091266
9498,0.00198
9499,0.03844909
9500,0.05936
9501,0.077204
9502,0.001125
9503,0.020912
9504,0.007783
9505,0.0009568
9506,0.055245
9507,0.040125
9508,0.001125
9509,0.01
9510,0.00056
9511,0.0030624
9512,0.001
9513,0.000104
9514,0.0009958
9515,0.015786
9516,0.01
9517,0.00068303
9518,0.004752
9519,0.0009539
9520,0.020912
9521,0.0009568
9522,0.05936
9523,0.00083164
9524,0.11027378
9525,0.163511
9526,0.0001
9527,0.001
9528,0.42
9529,0.0321
9530,0.0001
9531,0.002793
9532,0.0009568
9533,0.00642
9534,0.0009568
9535,0.01277
9536,0.001
9537,0.009155
9538,0.00495
9539,0.10157854
9540,0.000216
9541,0.16052623
9542,0.0001
9543,0.54717
9544,0.526842
9545,0.05415562
9546,0.001135
9547,0.001
9548,0.001
9549,0.00036
9550,0.020335
9551,0.02987
9552,0.27216
9553,0.0009568
9554,0.0009568
9555,0.0001
9556,0.24861992
9557,0.39166253
9558,0.103
9559,0.005334
9560,0.000166
9561,0.0009568
9562,0.003868
9563,0.1241
9564,3.4e-05
9565,0.004511
9566,0.0001
9567,0.10649221
9568,0.05626684
9569,0.08993931
9570,0.002956
9571,0.001
9572,0.00042
9573,0.08575
9574,0.00033585
9575,0.043661
9576,0.000735
9577,0.028782
9578,0.01
9579,0.0009958
9580,0.0009958
9581,0.114
9582,0.0009539
9583,0.055245
9584,0.0009568
9585,0.08993931
9586,0.01
9587,0.00371
9588,0.009683
9589,0.001
9590,0.001125
9591,0.0009568
9592,0.00852
9593,0.001
9594,0.8208
9595,0.0009539
9596,0.0873
9597,0.001222
9598,0.00035347
9599,0.00438691
9600,0.02987
9601,0.028782
9602,0.30598365
9603,0.00054
9604,0.000646
9605,0.02
9606,0.526842
9607,0.00058347
9608,0.00208
9609,0.556999
9610,0.008372
9611,0.001125
9612,0.008
9613,0.000698
9614,0.00430529
9615,0.010036
9616,0.87
9617,0.0009568
9618,0.029561
9619,0.001
9620,0.00712
9621,0.00642
9622,0.0009568
9623,0.001125
9624,0.0001
9625,0.00039187
9626,0.001125
9627,4.682e-05
9628,0.1342
9629,0.006157
9630,1.2356
9631,0.00083164
9632,0.0009568
9633,0.39166253
9634,3.4e-05
9635,0.01
9636,0.055
9637,0.2765
9638,0.0001
9639,0.0001
9640,0.011231
9641,1.276e-05
9642,0.001
9643,0.0009539
9644,0.08993931
9645,0.000601
9646,0.461433
9647,0.39166253
9648,1.12
9649,0.285304
9650,0.128
9651,0.0009568
9652,1.12
9653,0.00057302
9654,0.038982
