Producto,Probabilidad
3187,0.00022842132313051424
3188,2.855266539131428e-05
3189,2.855266539131428e-05
3190,2.855266539131428e-05
3193,2.855266539131428e-05
3196,0.0001427633269565714
3198,2.855266539131428e-05
3203,8.565799617394284e-05
3206,5.710533078262856e-05
3207,8.565799617394284e-05
3208,0.00017131599234788568
3209,2.855266539131428e-05
3214,2.855266539131428e-05
3215,5.710533078262856e-05
3216,8.565799617394284e-05
3217,5.710533078262856e-05
3218,2.855266539131428e-05
3220,2.855266539131428e-05
3222,0.00011421066156525712
3223,2.855266539131428e-05
3228,2.855266539131428e-05
3233,5.710533078262856e-05
3283,0.00011421066156525712
3309,8.565799617394284e-05
3325,2.855266539131428e-05
3343,2.855266539131428e-05
3357,2.855266539131428e-05
3391,2.855266539131428e-05
3430,0.00017131599234788568
3441,2.855266539131428e-05
3446,2.855266539131428e-05
3450,2.855266539131428e-05
3466,2.855266539131428e-05
3468,5.710533078262856e-05
3470,5.710533078262856e-05
3582,2.855266539131428e-05
3630,2.855266539131428e-05
3687,2.855266539131428e-05
3691,2.855266539131428e-05
3758,2.855266539131428e-05
3804,2.855266539131428e-05
3821,5.710533078262856e-05
3869,2.855266539131428e-05
3871,5.710533078262856e-05
3879,5.710533078262856e-05
3888,8.565799617394284e-05
3890,2.855266539131428e-05
3904,2.855266539131428e-05
3911,2.855266539131428e-05
3938,2.855266539131428e-05
4034,5.710533078262856e-05
4045,2.855266539131428e-05
4048,0.00034263198469577135
4051,2.855266539131428e-05
4053,2.855266539131428e-05
4073,2.855266539131428e-05
4077,2.855266539131428e-05
4078,8.565799617394284e-05
4083,5.710533078262856e-05
4102,2.855266539131428e-05
4113,2.855266539131428e-05
4117,8.565799617394284e-05
4120,2.855266539131428e-05
4123,0.00011421066156525712
4127,0.00019986865773919996
4129,0.0011706592810438855
4136,2.855266539131428e-05
4150,2.855266539131428e-05
4156,2.855266539131428e-05
4287,2.855266539131428e-05
4301,8.565799617394284e-05
4309,2.855266539131428e-05
4315,8.565799617394284e-05
4324,2.855266539131428e-05
4338,2.855266539131428e-05
4374,2.855266539131428e-05
4399,8.565799617394284e-05
4405,2.855266539131428e-05
4487,2.855266539131428e-05
4494,0.0006567113040002285
4496,5.710533078262856e-05
4499,0.0002569739885218285
4527,8.565799617394284e-05
4536,8.565799617394284e-05
4538,2.855266539131428e-05
4556,0.0001427633269565714
4589,2.855266539131428e-05
4615,8.565799617394284e-05
4621,2.855266539131428e-05
4624,2.855266539131428e-05
4627,2.855266539131428e-05
4650,2.855266539131428e-05
4658,2.855266539131428e-05
4723,0.0029123718699140566
4724,2.855266539131428e-05
4735,2.855266539131428e-05
4764,2.855266539131428e-05
4785,2.855266539131428e-05
4789,2.855266539131428e-05
4907,8.565799617394284e-05
4913,8.565799617394284e-05
4928,5.710533078262856e-05
4934,2.855266539131428e-05
4965,2.855266539131428e-05
5023,8.565799617394284e-05
5056,2.855266539131428e-05
5082,5.710533078262856e-05
5097,0.00017131599234788568
5100,0.0001427633269565714
5103,2.855266539131428e-05
5108,2.855266539131428e-05
5115,2.855266539131428e-05
5117,5.710533078262856e-05
5135,5.710533078262856e-05
5151,0.0003711846500870856
5183,2.855266539131428e-05
5190,8.565799617394284e-05
5221,0.00011421066156525712
5223,0.00011421066156525712
5239,2.855266539131428e-05
5240,2.855266539131428e-05
5301,2.855266539131428e-05
5304,2.855266539131428e-05
5306,2.855266539131428e-05
5315,0.00011421066156525712
5374,2.855266539131428e-05
5385,8.565799617394284e-05
5392,2.855266539131428e-05
5405,5.710533078262856e-05
5411,2.855266539131428e-05
5441,0.00011421066156525712
5443,5.710533078262856e-05
5446,2.855266539131428e-05
5452,5.710533078262856e-05
5464,5.710533078262856e-05
5476,5.710533078262856e-05
5482,2.855266539131428e-05
5486,2.855266539131428e-05
5538,5.710533078262856e-05
5544,2.855266539131428e-05
5547,5.710533078262856e-05
5655,8.565799617394284e-05
5665,8.565799617394284e-05
5667,5.710533078262856e-05
5668,0.00011421066156525712
5678,2.855266539131428e-05
5686,5.710533078262856e-05
5688,0.00011421066156525712
5689,0.00019986865773919996
5714,2.855266539131428e-05
5776,2.855266539131428e-05
5786,2.855266539131428e-05
5792,2.855266539131428e-05
5801,2.855266539131428e-05
5807,8.565799617394284e-05
5854,0.00011421066156525712
5895,0.0008565799617394283
5901,2.855266539131428e-05
5918,2.855266539131428e-05
5934,8.565799617394284e-05
6018,2.855266539131428e-05
6029,0.0001427633269565714
6032,5.710533078262856e-05
6059,2.855266539131428e-05
6099,2.855266539131428e-05
6114,0.00011421066156525712
6122,2.855266539131428e-05
6131,5.710533078262856e-05
6133,2.855266539131428e-05
6164,2.855266539131428e-05
6200,2.855266539131428e-05
6212,5.710533078262856e-05
6222,8.565799617394284e-05
6228,0.00022842132313051424
6230,0.00022842132313051424
6232,0.00017131599234788568
6244,2.855266539131428e-05
6259,0.0001427633269565714
6261,0.0001427633269565714
6270,0.0001427633269565714
6277,2.855266539131428e-05
6337,2.855266539131428e-05
6363,2.855266539131428e-05
6373,8.565799617394284e-05
6374,2.855266539131428e-05
6381,2.855266539131428e-05
6413,5.710533078262856e-05
6414,2.855266539131428e-05
6444,2.855266539131428e-05
6475,5.710533078262856e-05
6485,2.855266539131428e-05
6493,2.855266539131428e-05
6508,5.710533078262856e-05
6515,0.00011421066156525712
6588,2.855266539131428e-05
6593,2.855266539131428e-05
6732,2.855266539131428e-05
6737,5.710533078262856e-05
6754,2.855266539131428e-05
6781,2.855266539131428e-05
7071,0.00017131599234788568
7072,0.0001427633269565714
7137,2.855266539131428e-05
7248,2.855266539131428e-05
7487,0.00011421066156525712
7568,2.855266539131428e-05
7570,2.855266539131428e-05
7610,2.855266539131428e-05
7677,5.710533078262856e-05
7686,5.710533078262856e-05
7712,2.855266539131428e-05
7729,5.710533078262856e-05
7732,5.710533078262856e-05
7803,2.855266539131428e-05
7817,8.565799617394284e-05
7892,2.855266539131428e-05
7895,0.00017131599234788568
7912,8.565799617394284e-05
7920,0.00011421066156525712
8002,2.855266539131428e-05
8010,5.710533078262856e-05
8137,2.855266539131428e-05
8138,2.855266539131428e-05
8139,2.855266539131428e-05
8172,2.855266539131428e-05
8188,2.855266539131428e-05
8213,5.710533078262856e-05
8214,0.00011421066156525712
8245,8.565799617394284e-05
8289,2.855266539131428e-05
8290,0.00022842132313051424
8295,0.0002569739885218285
8299,8.565799617394284e-05
8305,5.710533078262856e-05
8311,2.855266539131428e-05
8359,5.710533078262856e-05
8360,0.00042828998086971416
8366,0.0001427633269565714
8367,0.00017131599234788568
8377,0.0001427633269565714
8378,8.565799617394284e-05
8387,2.855266539131428e-05
8427,2.855266539131428e-05
8489,0.00019986865773919996
8492,0.0003997373154783999
8559,0.00019986865773919996
8596,2.855266539131428e-05
8598,2.855266539131428e-05
8616,5.710533078262856e-05
8849,8.565799617394284e-05
8876,2.855266539131428e-05
8910,2.855266539131428e-05
8984,5.710533078262856e-05
8985,2.855266539131428e-05
9001,2.855266539131428e-05
9041,0.00011421066156525712
9049,5.710533078262856e-05
9073,2.855266539131428e-05
9106,2.855266539131428e-05
9108,5.710533078262856e-05
9110,2.855266539131428e-05
9133,2.855266539131428e-05
9242,0.00017131599234788568
9256,2.855266539131428e-05
9315,5.710533078262856e-05
9318,2.855266539131428e-05
9320,0.00011421066156525712
9338,5.710533078262856e-05
9357,2.855266539131428e-05
9459,2.855266539131428e-05
9496,5.710533078262856e-05
9502,2.855266539131428e-05
9516,2.855266539131428e-05
9520,2.855266539131428e-05
9562,5.710533078262856e-05
9577,2.855266539131428e-05
9672,2.855266539131428e-05
9676,2.855266539131428e-05
9679,8.565799617394284e-05
9682,0.0002855266539131428
9689,0.0001427633269565714
9804,2.855266539131428e-05
9808,5.710533078262856e-05
9809,5.710533078262856e-05
9810,2.855266539131428e-05
9836,2.855266539131428e-05
9854,0.00011421066156525712
9932,2.855266539131428e-05
9941,0.00019986865773919996
9970,2.855266539131428e-05
10013,5.710533078262856e-05
10027,2.855266539131428e-05
10043,2.855266539131428e-05
10058,5.710533078262856e-05
10085,5.710533078262856e-05
10087,2.855266539131428e-05
10093,2.855266539131428e-05
10097,2.855266539131428e-05
10108,2.855266539131428e-05
10125,2.855266539131428e-05
10135,5.710533078262856e-05
10168,5.710533078262856e-05
10184,2.855266539131428e-05
10217,5.710533078262856e-05
10219,5.710533078262856e-05
10223,2.855266539131428e-05
10321,5.710533078262856e-05
10451,2.855266539131428e-05
10492,0.0001427633269565714
10551,2.855266539131428e-05
10792,2.855266539131428e-05
10826,2.855266539131428e-05
10877,5.710533078262856e-05
11037,2.855266539131428e-05
11115,5.710533078262856e-05
11144,2.855266539131428e-05
11175,0.00022842132313051424
11176,0.00011421066156525712
11315,2.855266539131428e-05
11318,2.855266539131428e-05
11323,2.855266539131428e-05
11326,2.855266539131428e-05
11343,0.00011421066156525712
11419,5.710533078262856e-05
11443,2.855266539131428e-05
11444,2.855266539131428e-05
11450,2.855266539131428e-05
11512,2.855266539131428e-05
11573,2.855266539131428e-05
11583,5.710533078262856e-05
11702,5.710533078262856e-05
11710,2.855266539131428e-05
11737,0.00017131599234788568
11745,2.855266539131428e-05
11799,2.855266539131428e-05
11805,2.855266539131428e-05
11810,2.855266539131428e-05
11812,2.855266539131428e-05
11814,2.855266539131428e-05
11822,0.0002569739885218285
11841,5.710533078262856e-05
11887,2.855266539131428e-05
11890,2.855266539131428e-05
11925,2.855266539131428e-05
11937,5.710533078262856e-05
11947,2.855266539131428e-05
11990,2.855266539131428e-05
12065,0.00011421066156525712
12094,5.710533078262856e-05
12156,2.855266539131428e-05
12210,5.710533078262856e-05
12223,2.855266539131428e-05
12225,2.855266539131428e-05
12227,2.855266539131428e-05
12311,5.710533078262856e-05
12340,0.00011421066156525712
12345,2.855266539131428e-05
12348,2.855266539131428e-05
12356,5.710533078262856e-05
12358,2.855266539131428e-05
12366,0.00045684264626102847
12368,8.565799617394284e-05
12408,2.855266539131428e-05
12422,2.855266539131428e-05
12431,2.855266539131428e-05
12435,2.855266539131428e-05
12438,2.855266539131428e-05
12452,8.565799617394284e-05
12455,2.855266539131428e-05
12460,2.855266539131428e-05
12488,5.710533078262856e-05
12585,5.710533078262856e-05
12590,5.710533078262856e-05
12596,0.00017131599234788568
12600,2.855266539131428e-05
12632,2.855266539131428e-05
12640,0.00017131599234788568
12697,2.855266539131428e-05
12716,5.710533078262856e-05
12733,2.855266539131428e-05
12735,5.710533078262856e-05
12737,0.00011421066156525712
12776,2.855266539131428e-05
12783,8.565799617394284e-05
12804,5.710533078262856e-05
12834,5.710533078262856e-05
12836,5.710533078262856e-05
12842,5.710533078262856e-05
12852,2.855266539131428e-05
12853,5.710533078262856e-05
12886,2.855266539131428e-05
12892,5.710533078262856e-05
12948,0.0009136852925220569
12950,8.565799617394284e-05
12954,2.855266539131428e-05
12966,2.855266539131428e-05
12984,2.855266539131428e-05
12985,2.855266539131428e-05
12991,8.565799617394284e-05
13037,2.855266539131428e-05
13079,2.855266539131428e-05
13140,2.855266539131428e-05
13146,5.710533078262856e-05
13258,2.855266539131428e-05
13273,2.855266539131428e-05
13280,2.855266539131428e-05
13307,0.0005425006424349713
13325,2.855266539131428e-05
13333,2.855266539131428e-05
13358,5.710533078262856e-05
13370,2.855266539131428e-05
13371,2.855266539131428e-05
13419,5.710533078262856e-05
13426,5.710533078262856e-05
13436,0.0001427633269565714
13443,5.710533078262856e-05
13458,5.710533078262856e-05
13474,5.710533078262856e-05
13502,0.0001427633269565714
13505,8.565799617394284e-05
13533,2.855266539131428e-05
13558,0.00011421066156525712
13561,0.0001427633269565714
13566,2.855266539131428e-05
13576,2.855266539131428e-05
13627,0.0001427633269565714
13641,2.855266539131428e-05
13699,2.855266539131428e-05
13766,5.710533078262856e-05
13767,2.855266539131428e-05
13768,5.710533078262856e-05
13769,8.565799617394284e-05
13777,5.710533078262856e-05
13804,2.855266539131428e-05
13806,2.855266539131428e-05
13807,2.855266539131428e-05
13823,2.855266539131428e-05
13896,5.710533078262856e-05
13901,5.710533078262856e-05
13903,2.855266539131428e-05
13905,2.855266539131428e-05
13908,8.565799617394284e-05
13914,2.855266539131428e-05
13933,2.855266539131428e-05
14028,2.855266539131428e-05
14060,2.855266539131428e-05
14070,2.855266539131428e-05
14071,2.855266539131428e-05
14087,0.00022842132313051424
14119,5.710533078262856e-05
14124,0.00011421066156525712
14125,5.710533078262856e-05
14126,2.855266539131428e-05
14134,2.855266539131428e-05
14192,8.565799617394284e-05
14197,5.710533078262856e-05
14211,5.710533078262856e-05
14223,2.855266539131428e-05
14224,5.710533078262856e-05
14229,0.0001427633269565714
14234,2.855266539131428e-05
14235,2.855266539131428e-05
14239,2.855266539131428e-05
14242,5.710533078262856e-05
14243,2.855266539131428e-05
14253,2.855266539131428e-05
14255,2.855266539131428e-05
14260,2.855266539131428e-05
14262,5.710533078262856e-05
14263,0.0002855266539131428
14278,2.855266539131428e-05
14279,0.0001427633269565714
14286,2.855266539131428e-05
14288,2.855266539131428e-05
14311,5.710533078262856e-05
14318,2.855266539131428e-05
14324,2.855266539131428e-05
14337,2.855266539131428e-05
14348,2.855266539131428e-05
14412,0.00045684264626102847
14433,8.565799617394284e-05
14435,5.710533078262856e-05
14440,2.855266539131428e-05
14442,8.565799617394284e-05
14475,5.710533078262856e-05
14500,2.855266539131428e-05
14511,0.0008851326271307427
14565,5.710533078262856e-05
14588,0.00011421066156525712
14607,5.710533078262856e-05
14608,5.710533078262856e-05
14610,2.855266539131428e-05
14627,0.001741712588870171
14636,5.710533078262856e-05
14641,2.855266539131428e-05
14643,2.855266539131428e-05
14648,2.855266539131428e-05
14668,8.565799617394284e-05
14672,2.855266539131428e-05
14688,2.855266539131428e-05
14711,2.855266539131428e-05
14716,8.565799617394284e-05
14717,5.710533078262856e-05
14725,0.00022842132313051424
14767,2.855266539131428e-05
14799,2.855266539131428e-05
14802,0.00045684264626102847
14803,2.855266539131428e-05
14824,2.855266539131428e-05
14831,2.855266539131428e-05
14834,0.00011421066156525712
14835,0.00045684264626102847
14845,2.855266539131428e-05
14848,2.855266539131428e-05
14852,2.855266539131428e-05
14856,2.855266539131428e-05
14891,2.855266539131428e-05
14896,2.855266539131428e-05
14901,5.710533078262856e-05
14972,2.855266539131428e-05
14981,5.710533078262856e-05
15009,0.00031407931930445705
15019,2.855266539131428e-05
15150,5.710533078262856e-05
15169,2.855266539131428e-05
15172,2.855266539131428e-05
