from;to;distancia;tiempo
94;8;9.57;00:21
94;9;8.79;00:19
94;10;14.99;00:32
94;11;9.08;00:20
94;12;9.52;00:24
94;13;13.03;00:31
94;14;13.34;00:29
94;15;9.2;00:24
94;16;9.31;00:24
94;17;9.36;00:24
94;18;48.97;00:53
94;19;40.94;00:45
94;20;32.36;00:40
94;21;8.65;00:22
94;22;10.61;00:26
94;23;8.26;00:23
94;24;31.85;00:38
94;25;8.28;00:23
94;26;12.1;00:28
94;27;27.49;00:39
94;28;27.19;00:38
94;29;30.39;00:37
94;30;32.23;00:40
94;31;8.03;00:21
94;32;27.66;00:40
94;33;28.13;00:41
94;34;9.09;00:24
94;35;6.9;00:18
94;36;43.45;00:45
94;37;28;00:40
94;38;12.77;00:31
94;39;28.32;00:41
94;40;38.49;00:40
94;41;10.65;00:25
94;42;38.56;00:40
94;43;4.27;00:15
94;44;11.03;00:26
94;45;34.11;00:42
94;46;4.11;00:14
94;47;8.37;00:22
94;48;25.06;00:41
94;49;22.76;00:41
94;50;25.97;00:44
94;51;22.93;00:41
94;52;3.14;00:12
94;53;25.02;00:42
94;54;3.88;00:12
94;55;9.11;00:23
94;56;10.24;00:25
94;57;24.41;00:39
94;58;21.99;00:40
94;59;3.76;00:12
94;60;21.19;00:38
94;61;3.06;00:11
94;62;3.22;00:12
94;63;4.12;00:13
94;64;23.99;00:39
94;65;24;00:39
94;66;2.24;00:09
94;67;23.61;00:38
94;68;2.89;00:11
94;69;23.82;00:39
94;70;8.37;00:20
94;71;23.28;00:38
94;72;8.35;00:20
94;73;23.52;00:38
94;74;1.47;00:08
94;75;8.53;00:22
94;76;2.55;00:10
94;77;1.76;00:08
94;78;2.72;00:11
94;79;23.53;00:38
94;80;1.45;00:07
94;81;5.47;00:16
94;82;8.27;00:21
94;83;4.76;00:13
94;84;4.63;00:13
94;85;5.84;00:18
94;86;27.69;00:37
94;87;1.26;00:06
94;88;1.95;00:07
94;89;0.3;00:02
94;90;8.27;00:21
94;91;20.9;00:36
94;92;7.57;00:20
94;93;4.06;00:11
94;94;0;00:00
94;95;18.12;00:31
94;96;1.67;00:07
94;97;23.48;00:37
94;98;27.41;00:36
94;99;1.91;00:06
94;100;22.55;00:39
94;101;5.5;00:17
94;102;18.33;00:31
94;103;0.82;00:04
94;104;1.72;00:07
94;105;26.02;00:37
94;106;20.3;00:34
94;107;4.39;00:13
94;108;1.16;00:05
94;109;3.99;00:11
94;110;2.01;00:07
94;111;5.68;00:17
94;112;1.14;00:06
94;113;1.11;00:05
94;114;2.21;00:08
94;115;3.14;00:11
94;116;17.23;00:30
94;117;4.29;00:12
94;118;1.98;00:07
94;119;2.61;00:09
94;120;2.47;00:08
94;121;4.49;00:12
94;122;4.59;00:12
94;123;6;00:16
94;124;18.46;00:32
94;125;16.87;00:29
94;126;16.38;00:28
94;127;2.37;00:09
94;128;21.86;00:34
94;129;2.87;00:09
94;130;25.06;00:38
94;131;16.62;00:28
94;132;16.41;00:27
94;133;4.87;00:13
94;134;2.75;00:09
94;135;2.58;00:10
94;136;8.05;00:21
94;137;2.74;00:10
94;138;18.62;00:30
94;139;10.34;00:23
94;140;2.97;00:10
94;141;7.39;00:20
94;142;4.06;00:12
94;143;9.48;00:21
94;144;3.31;00:09
94;145;5.39;00:15
94;146;5.16;00:14
94;147;23.72;00:34
94;148;24.29;00:34
94;149;13.82;00:24
94;150;5.72;00:15
94;151;15.98;00:27
94;152;7.77;00:19
94;153;4.93;00:14
94;154;6.55;00:16
94;155;13.68;00:24
94;156;7.12;00:18
94;157;11.46;00:20
94;158;6.36;00:15
94;159;15.13;00:24
94;160;6.63;00:18
94;161;4.72;00:13
94;162;6.19;00:16
94;163;20.18;00:31
94;164;4.46;00:14
94;165;8.88;00:18
94;166;5.78;00:14
94;167;15.47;00:25
94;168;5.61;00:15
94;169;16.2;00:26
94;170;7.15;00:18
94;171;7.66;00:21
94;172;5.78;00:16
94;173;16.05;00:26
94;174;13.51;00:22
94;175;6.23;00:18
94;176;15.94;00:25
94;177;6.99;00:15
94;178;15.68;00:25
94;179;15.58;00:25
94;180;7.3;00:16
94;181;18.03;00:28
94;182;13.79;00:22
94;183;10.98;00:19
94;184;7.92;00:18
94;185;7.39;00:17
94;186;6.58;00:17
94;187;6.56;00:16
94;188;7.02;00:19
94;189;8.02;00:21
94;190;9.62;00:22
94;191;18.35;00:29
94;192;10.4;00:28
94;193;17.75;00:28
94;194;7.66;00:21
94;195;7.47;00:18
94;196;7.9;00:18
94;197;11;00:30
94;198;14.02;00:22
95;0;32.5;00:45
95;1;37.98;00:44
95;2;13.59;00:27
95;3;15.47;00:30
95;4;12.35;00:24
95;5;17.05;00:30
95;6;23.46;00:32
95;7;23.85;00:38
95;8;17.34;00:28
95;9;25.52;00:34
95;10;9.05;00:19
95;11;16.85;00:28
95;12;15.85;00:25
95;13;11.69;00:25
95;14;11.31;00:23
95;15;13.63;00:26
95;16;13.75;00:26
95;17;13.8;00:27
95;18;26.3;00:42
95;19;18.28;00:34
95;20;9.78;00:22
95;21;13.09;00:24
95;22;13.58;00:26
95;23;12.7;00:25
95;24;9.87;00:23
95;25;12.72;00:25
95;26;12.15;00:26
95;27;7.19;00:17
95;28;5.69;00:13
95;29;12.34;00:23
95;30;9.46;00:21
95;31;12.47;00:23
95;32;6.7;00:16
95;33;7.21;00:18
95;34;13.53;00:26
95;35;13.02;00:24
95;36;20.78;00:34
95;37;4.93;00:11
95;38;11.74;00:24
95;39;4.85;00:11
95;40;15.82;00:29
95;41;10.44;00:23
95;42;15.9;00:29
95;43;16.63;00:32
95;44;10.82;00:24
95;45;13.75;00:26
95;46;15.31;00:28
95;47;11.34;00:22
95;48;6.51;00:16
95;49;5.49;00:14
95;50;11.14;00:24
95;51;5.66;00:14
95;52;15.32;00:28
95;53;7.46;00:18
95;54;16.77;00:33
95;55;12;00:24
95;56;10.03;00:23
95;57;6.14;00:15
95;58;4.52;00:12
95;59;15.75;00:33
95;60;3.17;00:08
95;61;14.49;00:28
95;62;12.79;00:26
95;63;16.18;00:34
95;64;8.48;00:18
95;65;7.8;00:17
95;66;12.92;00:25
95;67;7.02;00:15
95;68;12.46;00:25
95;69;7.22;00:16
95;70;8.17;00:19
95;71;6.68;00:14
95;72;8.14;00:19
95;73;7.12;00:16
95;74;14.25;00:30
95;75;8.32;00:20
95;76;12.27;00:24
95;77;15.11;00:31
95;78;12.12;00:23
95;79;8.71;00:19
95;80;15.19;00:32
95;81;9.8;00:19
95;82;8.06;00:19
95;83;10.79;00:21
95;84;11.37;00:23
95;85;8.92;00:19
95;86;9.32;00:20
95;87;13.7;00:28
95;88;15.91;00:33
95;89;14.46;00:30
95;90;7.61;00:19
95;91;4.61;00:10
95;92;8.7;00:20
95;93;11.38;00:23
95;94;14.75;00:30
95;95;0;00:00
95;96;11.34;00:27
95;97;5.05;00:13
95;98;11.81;00:24
95;99;18.37;00:31
95;100;7.94;00:18
95;101;8.76;00:20
95;102;0.79;00:02
95;103;17.61;00:31
95;104;11.35;00:27
95;105;8.24;00:20
95;106;3.65;00:10
95;107;9.03;00:21
95;108;15.91;00:30
95;109;9.63;00:23
95;110;11.05;00:25
95;111;8.05;00:18
95;112;15.82;00:30
95;113;15.34;00:29
95;114;18.67;00:32
95;115;21.52;00:34
95;116;1;00:03
95;117;12.8;00:24
95;118;17.8;00:31
95;119;20.58;00:34
95;120;20.56;00:34
95;121;9.81;00:23
95;122;13.06;00:24
95;123;10.44;00:20
95;124;2.63;00:07
95;125;1.71;00:06
95;126;1.83;00:05
95;127;17.03;00:30
95;128;7.1;00:16
95;129;15.94;00:27
95;130;9.42;00:23
95;131;2.68;00:06
95;132;2.88;00:08
95;133;11.75;00:21
95;134;17.02;00:30
95;135;16.53;00:29
95;136;6.52;00:17
95;137;16.69;00:30
95;138;5.8;00:14
95;139;6.27;00:15
95;140;16.8;00:30
95;141;6.54;00:16
95;142;13.51;00:25
95;143;6.12;00:16
95;144;15.63;00:26
95;145;11.68;00:21
95;146;13.29;00:23
95;147;7.88;00:18
95;148;9.73;00:22
95;149;3.86;00:10
95;150;12.67;00:23
95;151;4.06;00:10
95;152;6.41;00:15
95;153;19.18;00:31
95;154;12.97;00:25
95;155;4.34;00:11
95;156;22.31;00:36
95;157;5.84;00:14
95;158;14.57;00:25
95;159;3.94;00:09
95;160;20.7;00:35
95;161;18.97;00:31
95;162;20.5;00:34
95;163;5.47;00:14
95;164;14.8;00:25
95;165;10.6;00:20
95;166;14.09;00:23
95;167;5.11;00:12
95;168;18.03;00:28
95;169;4.98;00:12
95;170;14.84;00:26
95;171;19.75;00:31
95;172;18.08;00:27
95;173;5.41;00:13
95;174;4.78;00:12
95;175;18.56;00:28
95;176;6.29;00:13
95;177;16.25;00:25
95;178;6.03;00:13
95;179;5.93;00:13
95;180;16;00:26
95;181;7.44;00:15
95;182;4.94;00:12
95;183;11.01;00:18
95;184;16.21;00:26
95;185;15.75;00:26
95;186;16.99;00:27
95;187;16.98;00:27
95;188;16.94;00:26
95;189;19.7;00:30
95;190;19.84;00:31
95;191;7.87;00:16
95;192;22.54;00:40
95;193;7.27;00:15
95;194;18.33;00:27
95;195;17.21;00:25
95;196;12;00:21
95;197;24.25;00:43
95;198;5.62;00:12
96;0;33.37;00:42
96;1;26.79;00:35
96;2;32.82;00:37
96;3;26.28;00:36
96;4;31.57;00:34
96;5;26.46;00:35
96;6;13.92;00:23
96;7;45.87;00:46
96;8;8.92;00:17
96;9;10.43;00:23
96;10;13.97;00:28
96;11;8.43;00:17
96;12;8.88;00:21
96;13;12.02;00:27
96;14;12.33;00:26
96;15;8.55;00:21
96;16;8.67;00:21
96;17;8.71;00:21
96;18;48.32;00:49
96;19;40.29;00:42
96;20;31.71;00:37
96;21;8;00:19
96;22;9.6;00:22
96;23;7.62;00:20
96;24;31.2;00:35
96;25;7.63;00:19
96;26;11.09;00:24
96;27;26.84;00:36
96;28;26.54;00:34
96;29;29.75;00:34
96;30;31.59;00:36
96;31;7.38;00:18
96;32;27.01;00:36
96;33;27.48;00:37
96;34;8.44;00:20
96;35;6.25;00:15
96;36;42.8;00:42
96;37;27.35;00:36
96;38;11.76;00:27
96;39;19.77;00:39
96;40;37.84;00:36
96;41;9.64;00:21
96;42;37.91;00:36
96;43;4.79;00:15
96;44;10.02;00:22
96;45;33.46;00:38
96;46;4.62;00:12
96;47;7.36;00:18
96;48;21.95;00:38
96;49;19.64;00:38
96;50;22.85;00:40
96;51;19.81;00:38
96;52;3.92;00:12
96;53;21.9;00:38
96;54;5.87;00:15
96;55;8.1;00:19
96;56;9.23;00:21
96;57;21.3;00:36
96;58;18.87;00:37
96;59;4.85;00:16
96;60;18.08;00:35
96;61;3.58;00:11
96;62;2.57;00:08
96;63;5.28;00:17
96;64;20.88;00:36
96;65;20.89;00:36
96;66;2.69;00:08
96;67;20.5;00:35
96;68;2.25;00:08
96;69;20.71;00:36
96;70;7.36;00:16
96;71;20.17;00:34
96;72;7.34;00:16
96;73;20.41;00:35
96;74;3.06;00:11
96;75;7.52;00:18
96;76;1.64;00:06
96;77;4.05;00:13
96;78;1.82;00:06
96;79;20.42;00:35
96;80;3.16;00:13
96;81;4.39;00:11
96;82;7.26;00:17
96;83;3.04;00:08
96;84;1.69;00:06
96;85;4.75;00:14
96;86;24.57;00:34
96;87;0.76;00:03
96;88;4.13;00:12
96;89;1.36;00:05
96;90;7.25;00:17
96;91;17.79;00:33
96;92;6.56;00:16
96;93;2.34;00:06
96;94;1.67;00:07
96;95;15.01;00:28
96;96;0;00:00
96;97;20.36;00:34
96;98;24.29;00:33
96;99;3.66;00:10
96;100;19.44;00:35
96;101;3.78;00:12
96;102;15.21;00:28
96;103;2.72;00:09
96;104;0.53;00:02
96;105;22.91;00:34
96;106;17.19;00:31
96;107;2.67;00:08
96;108;2.51;00:08
96;109;2.27;00:06
96;110;0.78;00:03
96;111;3.96;00:12
96;112;2.42;00:08
96;113;1.95;00:07
96;114;3.96;00:11
96;115;4.89;00:15
96;116;14.11;00:26
96;117;1.96;00:07
96;118;3.09;00:10
96;119;4.36;00:13
96;120;4.22;00:12
96;121;2.94;00:08
96;122;3.01;00:09
96;123;4.28;00:11
96;124;15.34;00:29
96;125;13.76;00:26
96;126;13.27;00:24
96;127;3.34;00:11
96;128;18.75;00:31
96;129;3.57;00:10
96;130;21.95;00:35
96;131;13.51;00:25
96;132;13.3;00:24
96;133;3.89;00:10
96;134;3.73;00:12
96;135;3.56;00:12
96;136;6.33;00:16
96;137;3.72;00:12
96;138;15.51;00:27
96;139;9.33;00:19
96;140;3.95;00:13
96;141;5.67;00:14
96;142;3.17;00:09
96;143;6.33;00:16
96;144;4.01;00:10
96;145;4.42;00:12
96;146;3.58;00:10
96;147;20.6;00:30
96;148;21.17;00:31
96;149;8.49;00:20
96;150;4.14;00:11
96;151;12.87;00:24
96;152;6.05;00:14
96;153;6.68;00:18
96;154;4.44;00:13
96;155;10.56;00:20
96;156;8.87;00:22
96;157;6.75;00:16
96;158;4.6;00:14
96;159;12.02;00:21
96;160;8.38;00:22
96;161;6.48;00:17
96;162;7.95;00:20
96;163;17.07;00:28
96;164;4.2;00:15
96;165;6.16;00:15
96;166;6.48;00:15
96;167;12.35;00:22
96;168;7.36;00:19
96;169;13.09;00:23
96;170;7.03;00:18
96;171;9.42;00:24
96;172;7.54;00:20
96;173;12.93;00:23
96;174;10.39;00:19
96;175;7.98;00:21
96;176;12.83;00:22
96;177;7.19;00:18
96;178;12.57;00:22
96;179;12.47;00:22
96;180;7.49;00:18
96;181;14.91;00:25
96;182;10.68;00:19
96;183;7.92;00:15
96;184;6.74;00:18
96;185;7.58;00:19
96;186;6.78;00:19
96;187;6.75;00:19
96;188;7.21;00:21
96;189;9.78;00:25
96;190;11.38;00:26
96;191;15.23;00:26
96;192;12.15;00:32
96;193;14.64;00:25
96;194;12.89;00:23
96;195;7.66;00:20
96;196;6.55;00:16
96;197;12.76;00:33
96;198;10.91;00:19
97;0;42.93;00:49
97;1;44.96;00:49
97;2;14.28;00:29
97;3;16.15;00:32
97;4;13.03;00:26
97;5;25.3;00:34
97;6;31.71;00:36
97;7;19.62;00:31
97;8;23;00:36
97;9;33.77;00:38
97;10;9.73;00:20
97;11;22.51;00:35
97;12;24.1;00:29
97;13;12.38;00:26
97;14;11.99;00:24
97;15;24.46;00:31
97;16;25.31;00:32
97;17;25.35;00:33
97;18;22.07;00:34
97;19;14.05;00:27
97;20;12.91;00:21
97;21;24.81;00:31
97;22;25.92;00:34
97;23;19.32;00:33
97;24;12.4;00:19
97;25;19.34;00:33
97;26;12.83;00:28
97;27;6.29;00:14
97;28;6.76;00:17
97;29;11.33;00:20
97;30;12.79;00:20
97;31;19.09;00:31
97;32;5.81;00:13
97;33;6.31;00:15
97;34;20.14;00:34
97;35;19.64;00:32
97;36;16.55;00:27
97;37;6;00:15
97;38;12.42;00:26
97;39;5.91;00:15
97;40;11.59;00:21
97;41;13.75;00:28
97;42;11.66;00:21
97;43;22.29;00:40
97;44;13.97;00:27
97;45;9.52;00:19
97;46;20.97;00:35
97;47;17.96;00:30
97;48;4.69;00:12
97;49;4.73;00:11
97;50;6.91;00:16
97;51;4.27;00:10
97;52;20.97;00:36
97;53;4.73;00:12
97;54;23.39;00:41
97;55;18.61;00:32
97;56;14.74;00:31
97;57;4;00:09
97;58;3.84;00:11
97;59;22.37;00:41
97;60;4.23;00:11
97;61;21.1;00:36
97;62;20.02;00:34
97;63;22.8;00:42
97;64;4.27;00:11
97;65;3.59;00:09
97;66;19.54;00:33
97;67;2.81;00:07
97;68;19.08;00:33
97;69;3.02;00:08
97;70;12.88;00:26
97;71;2.48;00:07
97;72;12.86;00:26
97;73;2.91;00:08
97;74;20.87;00:38
97;75;13.04;00:27
97;76;18.88;00:32
97;77;21.72;00:39
97;78;18.74;00:31
97;79;4.48;00:11
97;80;21.81;00:40
97;81;16.42;00:27
97;82;12.78;00:27
97;83;17.41;00:29
97;84;17.99;00:31
97;85;15.54;00:27
97;86;5.09;00:13
97;87;20.32;00:36
97;88;21.96;00:40
97;89;21.08;00:38
97;90;12.32;00:26
97;91;0.74;00:03
97;92;13.42;00:28
97;93;16.55;00:31
97;94;19.1;00:37
97;95;5.01;00:12
97;96;18.11;00:34
97;97;0;00:00
97;98;7.58;00:16
97;99;21.49;00:37
97;100;3.73;00:11
97;101;15.38;00:28
97;102;4.21;00:10
97;103;20.73;00:37
97;104;18.11;00:35
97;105;4.03;00:12
97;106;0.37;00:02
97;107;15.8;00:28
97;108;19.03;00:36
97;109;16.39;00:30
97;110;17.82;00:33
97;111;14.67;00:26
97;112;18.94;00:36
97;113;18.47;00:35
97;114;21.79;00:38
97;115;24.64;00:40
97;116;5.54;00:14
97;117;15.93;00:30
97;118;20.92;00:37
97;119;23.7;00:40
97;120;23.68;00:40
97;121;15.75;00:30
97;122;16.18;00:30
97;123;16.52;00:29
97;124;2.69;00:08
97;125;5.3;00:14
97;126;6.25;00:16
97;127;20.15;00:36
97;128;2.86;00:08
97;129;19.07;00:33
97;130;5.19;00:16
97;131;4.81;00:10
97;132;5.38;00:14
97;133;14.87;00:27
97;134;20.14;00:36
97;135;19.66;00:35
97;136;13.14;00:25
97;137;19.81;00:36
97;138;2.55;00:09
97;139;10.99;00:23
97;140;19.92;00:36
97;141;13.16;00:25
97;142;16.63;00:31
97;143;13.14;00:24
97;144;18.75;00:32
97;145;14.8;00:27
97;146;16.42;00:29
97;147;3.65;00:11
97;148;5.5;00:14
97;149;8.24;00:18
97;150;15.79;00:29
97;151;4.54;00:12
97;152;12.48;00:23
97;153;22.3;00:37
97;154;16.09;00:31
97;155;8.1;00:17
97;156;25.44;00:42
97;157;12.34;00:23
97;158;17.69;00:31
97;159;7.55;00:17
97;160;23.82;00:40
97;161;22.09;00:37
97;162;23.62;00:40
97;163;4.19;00:09
97;164;17.92;00:31
97;165;13.73;00:26
97;166;17.21;00:29
97;167;7.24;00:16
97;168;21.15;00:34
97;169;7.83;00:17
97;170;17.97;00:32
97;171;22.87;00:37
97;172;21.2;00:33
97;173;7.06;00:17
97;174;7.47;00:17
97;175;21.68;00:34
97;176;6.75;00:15
97;177;19.37;00:31
97;178;6.65;00:15
97;179;7.17;00:16
97;180;19.12;00:32
97;181;5.17;00:13
97;182;8.07;00:18
97;183;14.14;00:24
97;184;19.33;00:32
97;185;18.87;00:31
97;186;20.11;00:33
97;187;20.11;00:33
97;188;20.06;00:32
97;189;22.82;00:36
97;190;22.96;00:37
97;191;6.96;00:14
97;192;29.89;00:43
97;193;6.35;00:12
97;194;21.45;00:33
97;195;20.33;00:31
97;196;15.12;00:27
97;197;33.32;00:46
97;198;8.74;00:18
98;0;39.92;00:43
98;1;41.95;00:43
98;2;17.98;00:25
98;3;19.86;00:29
98;4;16.74;00:23
98;5;22.28;00:28
98;6;28.7;00:30
98;7;16.61;00:25
98;8;28.68;00:30
98;9;30.76;00:32
98;10;15.64;00:22
98;11;28.19;00:29
98;12;21.09;00:23
98;13;18.48;00:24
98;14;18.1;00:22
98;15;21.45;00:25
98;16;22.29;00:26
98;17;22.34;00:27
98;18;19.06;00:29
98;19;11.03;00:21
98;20;9.9;00:15
98;21;21.8;00:26
98;22;22.91;00:28
98;23;22.94;00:30
98;24;9.39;00:13
98;25;22.74;00:30
98;26;18.94;00:25
98;27;7.39;00:18
98;28;13.42;00:19
98;29;8.32;00:14
98;30;9.78;00:14
98;31;22.88;00:27
98;32;9.33;00:19
98;33;7.6;00:19
98;34;22.76;00:28
98;35;24.74;00:28
98;36;13.54;00:21
98;37;14.23;00:21
98;38;19.36;00:25
98;39;14.56;00:22
98;40;8.58;00:16
98;41;19.86;00:25
98;42;8.65;00:15
98;43;29.9;00:39
98;44;20.08;00:25
98;45;6.51;00:13
98;46;28.58;00:35
98;47;23.82;00:30
98;48;5.74;00:14
98;49;6.85;00:15
98;50;3.9;00:11
98;51;6.38;00:14
98;52;28.58;00:35
98;53;4.16;00:11
98;54;35.4;00:40
98;55;21.92;00:28
98;56;20.75;00:26
98;57;5.09;00:11
98;58;8.08;00:18
98;59;35.84;00:41
98;60;9.93;00:21
98;61;27.5;00:35
98;62;28.75;00:33
98;63;36.47;00:43
98;64;3.44;00:10
98;65;4.68;00:11
98;66;25.93;00:32
98;67;4.92;00:11
98;68;29.17;00:34
98;69;5.13;00:12
98;70;22.09;00:28
98;71;5.05;00:12
98;72;22.07;00:28
98;73;4.2;00:10
98;74;27.26;00:37
98;75;22.17;00:28
98;76;25.28;00:31
98;77;28.12;00:38
98;78;25.13;00:30
98;79;2.92;00:06
98;80;28.2;00:39
98;81;22.81;00:26
98;82;19.13;00:28
98;83;23.8;00:28
98;84;24.38;00:30
98;85;21.93;00:26
98;86;3.41;00:08
98;87;26.71;00:35
98;88;28.35;00:39
98;89;27.47;00:37
98;90;18.67;00:27
98;91;6.45;00:13
98;92;23.46;00:28
98;93;22.94;00:30
98;94;25.49;00:36
98;95;10.71;00:21
98;96;24.5;00:34
98;97;6.46;00:14
98;98;0;00:00
98;99;27.88;00:36
98;100;4.47;00:10
98;101;21.77;00:27
98;102;9.91;00:19
98;103;27.12;00:36
98;104;24.5;00:34
98;105;4.76;00:11
98;106;7.16;00:15
98;107;22.19;00:27
98;108;25.42;00:36
98;109;22.78;00:29
98;110;24.21;00:32
98;111;21.06;00:26
98;112;25.33;00:35
98;113;24.86;00:34
98;114;28.18;00:38
98;115;27.36;00:40
98;116;11.24;00:23
98;117;22.32;00:29
98;118;27.32;00:36
98;119;26.42;00:40
98;120;26.4;00:40
98;121;22.14;00:29
98;122;22.57;00:29
98;123;22.91;00:28
98;124;9.06;00:18
98;125;11;00:23
98;126;16.2;00:22
98;127;26.54;00:35
98;128;6.75;00:12
98;129;25.46;00:32
98;130;4.9;00:13
98;131;10.51;00:20
98;132;11.08;00:23
98;133;21.26;00:26
98;134;26.53;00:35
98;135;26.05;00:34
98;136;19.54;00:24
98;137;26.2;00:35
98;138;7.47;00:13
98;139;17.34;00:24
98;140;26.31;00:35
98;141;19.55;00:24
98;142;23.02;00:30
98;143;19.53;00:24
98;144;25.14;00:31
98;145;21.2;00:26
98;146;22.81;00:28
98;147;5.5;00:10
98;148;4;00:08
98;149;14.59;00:19
98;150;22.18;00:28
98;151;14.48;00:20
98;152;18.87;00:22
98;153;25.02;00:37
98;154;22.48;00:30
98;155;14.45;00:19
98;156;34.51;00:38
98;157;18.73;00:22
98;158;24.08;00:30
98;159;13.91;00:19
98;160;30.21;00:40
98;161;24.81;00:36
98;162;26.28;00:39
98;163;8.08;00:13
98;164;24.31;00:30
98;165;20.12;00:25
98;166;23.6;00:28
98;167;12.95;00:16
98;168;27.54;00:33
98;169;12.45;00:17
98;170;24.36;00:31
98;171;29.27;00:36
98;172;27.59;00:32
98;173;12.71;00:17
98;174;13.82;00:19
98;175;28.07;00:33
98;176;12.16;00:17
98;177;22.09;00:31
98;178;11.9;00:17
98;179;11.8;00:17
98;180;21.84;00:32
98;181;10.1;00:17
98;182;14.42;00:20
98;183;20.53;00:23
98;184;22.05;00:32
98;185;21.59;00:31
98;186;26.5;00:32
98;187;26.5;00:32
98;188;26.45;00:31
98;189;29.21;00:35
98;190;29.36;00:36
98;191;9.18;00:15
98;192;32.08;00:40
98;193;10.24;00:17
98;194;27.85;00:32
98;195;26.72;00:30
98;196;21.51;00:26
98;197;35.5;00:43
98;198;15.28;00:19
99;0;35.07;00:44
99;1;28.49;00:37
99;2;34.51;00:39
99;3;27.64;00:37
99;4;33.27;00:36
99;5;27.82;00:36
99;6;10.14;00:20
99;7;47.56;00:48
99;8;10.79;00:21
99;9;7.92;00:14
99;10;25.11;00:34
99;11;10.3;00:21
99;12;10.74;00:25
99;13;24.05;00:34
99;14;23.66;00:32
99;15;10.42;00:25
99;16;10.53;00:25
99;17;10.58;00:25
99;18;50.01;00:52
99;19;41.99;00:44
99;20;33.07;00:38
99;21;9.87;00:23
99;22;11.83;00:27
99;23;9.48;00:24
99;24;32.56;00:36
99;25;9.5;00:24
99;26;13.32;00:28
99;27;28.2;00:36
99;28;27.9;00:35
99;29;31.11;00:35
99;30;32.95;00:37
99;31;9.25;00:22
99;32;28.37;00:37
99;33;28.84;00:38
99;34;10.31;00:24
99;35;8.12;00:19
99;36;44.49;00:44
99;37;28.71;00:37
99;38;13.99;00:32
99;39;29.03;00:38
99;40;39.53;00:39
99;41;11.87;00:26
99;42;39.61;00:38
99;43;5.35;00:15
99;44;12.25;00:26
99;45;34.82;00:39
99;46;5.33;00:15
99;47;9.59;00:22
99;48;26.85;00:42
99;49;24.54;00:41
99;50;27.75;00:44
99;51;24.71;00:42
99;52;4.36;00:12
99;53;26.8;00:42
99;54;2.93;00:08
99;55;10.33;00:24
99;56;11.46;00:26
99;57;26.19;00:39
99;58;23.77;00:40
99;59;2.81;00:09
99;60;22.98;00:38
99;61;3.06;00:10
99;62;4.44;00:12
99;63;3.17;00:10
99;64;25.77;00:39
99;65;25.78;00:39
99;66;3.46;00:10
99;67;25.4;00:38
99;68;4.11;00:12
99;69;25.6;00:39
99;70;9.59;00:21
99;71;25.06;00:38
99;72;9.57;00:21
99;73;25.3;00:38
99;74;2.69;00:09
99;75;9.75;00:22
99;76;4.2;00:12
99;77;2.06;00:08
99;78;4.37;00:13
99;79;25.32;00:39
99;80;1.98;00:07
99;81;6.69;00:16
99;82;9.49;00:22
99;83;5.88;00:14
99;84;5.76;00:14
99;85;7.06;00:18
99;86;29.47;00:38
99;87;3.99;00:11
99;88;0.53;00:02
99;89;2.04;00:07
99;90;9.48;00:22
99;91;22.68;00:36
99;92;8.79;00:21
99;93;5.19;00:12
99;94;1.82;00:06
99;95;19.9;00:32
99;96;3.82;00:11
99;97;25.26;00:38
99;98;29.19;00:36
99;99;0;00:00
99;100;24.33;00:39
99;101;6.63;00:18
99;102;20.11;00:31
99;103;1.61;00:06
99;104;3.32;00:09
99;105;27.8;00:38
99;106;22.08;00:34
99;107;5.52;00:14
99;108;1.65;00:06
99;109;5.12;00:12
99;110;3.13;00:08
99;111;6.8;00:18
99;112;1.96;00:07
99;113;2.19;00:07
99;114;0.86;00:03
99;115;1.23;00:05
99;116;19.01;00:30
99;117;5.38;00:13
99;118;1.45;00:05
99;119;1.18;00:04
99;120;1.13;00:03
99;121;5.78;00:14
99;122;5.68;00:13
99;123;7.13;00:17
99;124;20.24;00:32
99;125;18.65;00:29
99;126;18.17;00:28
99;127;2.48;00:09
99;128;23.64;00:34
99;129;2.98;00:08
99;130;26.84;00:38
99;131;18.4;00:28
99;132;18.19;00:28
99;133;5.95;00:14
99;134;2.66;00:09
99;135;2.69;00:09
99;136;14.04;00:22
99;137;2.85;00:10
99;138;20.4;00:30
99;139;11.56;00:24
99;140;2.81;00:10
99;141;8.52;00:21
99;142;4.17;00:12
99;143;14.04;00:22
99;144;3.41;00:08
99;145;7.35;00:16
99;146;5.44;00:15
99;147;25.5;00:34
99;148;26.07;00:34
99;149;15.6;00:24
99;150;7.01;00:15
99;151;17.76;00:27
99;152;12.13;00:19
99;153;3.63;00:10
99;154;6.66;00:15
99;155;15.46;00:24
99;156;5.21;00:12
99;157;13.24;00:21
99;158;6.47;00:14
99;159;16.91;00:25
99;160;5.33;00:14
99;161;3.43;00:09
99;162;4.89;00:12
99;163;21.96;00:31
99;164;4.57;00:14
99;165;10.66;00:18
99;166;5.89;00:14
99;167;17.25;00:25
99;168;4.31;00:11
99;169;17.98;00:27
99;170;5.85;00:13
99;171;6.68;00:16
99;172;4.49;00:11
99;173;17.83;00:27
99;174;15.29;00:22
99;175;4.93;00:13
99;176;17.72;00:25
99;177;5.7;00:10
99;178;17.47;00:25
99;179;17.36;00:25
99;180;6;00:11
99;181;19.81;00:28
