from;to;distancia;tiempo
43;74;3.52;00:11
43;75;9.5;00:20
43;76;4.24;00:11
43;77;4.42;00:12
43;78;4.41;00:12
43;79;24.08;00:39
43;80;4.14;00:13
43;81;6.48;00:13
43;82;9.24;00:19
43;83;6.11;00:14
43;84;5.58;00:16
43;85;7.08;00:16
43;86;28.24;00:38
43;87;4.48;00:14
43;88;4.86;00:13
43;89;4.28;00:14
43;90;9.23;00:19
43;91;21.45;00:36
43;92;8.54;00:18
43;93;6.69;00:16
43;94;4.89;00:14
43;95;15.56;00:30
43;96;4.9;00:15
43;97;24.02;00:37
43;98;27.95;00:36
43;99;5.39;00:14
43;100;23.1;00:39
43;101;7.43;00:15
43;102;18.88;00:31
43;103;6.16;00:17
43;104;4.95;00:14
43;105;26.57;00:38
43;106;20.85;00:34
43;107;8.84;00:17
43;108;6.2;00:17
43;109;6.89;00:16
43;110;5.24;00:14
43;111;7.62;00:15
43;112;6.51;00:18
43;113;5.88;00:17
43;114;8.52;00:17
43;115;7.23;00:16
43;116;14.67;00:29
43;117;6.58;00:17
43;118;6.11;00:17
43;119;7.42;00:15
43;120;8.24;00:16
43;121;7.56;00:18
43;122;7.69;00:18
43;123;7.95;00:14
43;124;19.01;00:32
43;125;17.42;00:29
43;126;13.82;00:26
43;127;7.03;00:20
43;128;22.41;00:34
43;129;7.53;00:20
43;130;25.61;00:38
43;131;17.17;00:28
43;132;16.96;00:27
43;133;7.96;00:19
43;134;9.64;00:20
43;135;7.24;00:20
43;136;9.85;00:20
43;137;9.91;00:22
43;138;19.17;00:30
43;139;11.31;00:21
43;140;9.8;00:21
43;141;9.34;00:18
43;142;7.1;00:20
43;143;10.45;00:19
43;144;7.97;00:20
43;145;9.56;00:21
43;146;8.26;00:20
43;147;24.27;00:34
43;148;24.84;00:34
43;149;12.35;00:23
43;150;8.82;00:21
43;151;16.53;00:27
43;152;9.71;00:18
43;153;9.63;00:20
43;154;9.12;00:23
43;155;14.22;00:24
43;156;11.96;00:19
43;157;10.61;00:19
43;158;9.28;00:23
43;159;15.68;00:24
43;160;11.33;00:24
43;161;9.42;00:19
43;162;10.89;00:22
43;163;20.73;00:31
43;164;12.68;00:26
43;165;11.03;00:21
43;166;14.66;00:24
43;167;16.02;00:25
43;168;10.31;00:21
43;169;16.75;00:26
43;170;11.85;00:23
43;171;13.43;00:22
43;172;10.49;00:22
43;173;16.6;00:27
43;174;14.05;00:22
43;175;10.93;00:23
43;176;16.49;00:25
43;177;11.7;00:21
43;178;16.23;00:25
43;179;16.13;00:25
43;180;12;00:22
43;181;18.57;00:28
43;182;14.34;00:23
43;183;11.58;00:19
43;184;12.62;00:24
43;185;12.09;00:22
43;186;11.28;00:23
43;187;11.26;00:22
43;188;11.72;00:25
43;189;14.42;00:22
43;190;14.47;00:22
43;191;18.9;00:30
43;192;15.24;00:28
43;193;18.3;00:29
43;194;14.84;00:23
43;195;12.17;00:23
43;196;12.57;00:22
43;197;14.77;00:28
43;198;14.57;00:23
44;0;25.28;00:37
44;1;30.2;00:37
44;2;15.12;00:26
44;3;10.4;00:23
44;4;13.88;00:23
44;5;10.59;00:22
44;6;16.94;00:23
44;7;27.68;00:37
44;8;13.8;00:21
44;9;19;00:26
44;10;5.06;00:12
44;11;13.31;00:20
44;12;5.82;00:17
44;13;3.27;00:12
44;14;3.42;00:10
44;15;5.95;00:18
44;16;4.37;00:13
44;17;4.35;00:13
44;18;30.13;00:40
44;19;22.1;00:32
44;20;15.83;00:23
44;21;5.28;00:16
44;22;3.95;00:12
44;23;8.12;00:21
44;24;15.32;00:21
44;25;7.07;00:20
44;26;2.62;00:09
44;27;8.57;00:19
44;28;8.27;00:18
44;29;13.87;00:20
44;30;15.71;00:22
44;31;6.21;00:17
44;32;8.74;00:19
44;33;9.21;00:20
44;34;6.02;00:17
44;35;9.48;00:18
44;36;24.61;00:33
44;37;9.08;00:20
44;38;1.74;00:05
44;39;9.4;00:21
44;40;19.65;00:27
44;41;1.22;00:05
44;42;19.72;00:27
44;43;13.09;00:25
44;44;0;00:00
44;45;17.58;00:24
44;46;11.77;00:20
44;47;4.99;00:15
44;48;10.88;00:25
44;49;10.66;00:22
44;50;20.86;00:31
44;51;10.88;00:23
44;52;11.78;00:21
44;53;13.74;00:28
44;54;13.24;00:26
44;55;4.3;00:11
44;56;1.58;00:06
44;57;12.43;00:25
44;58;10.93;00:25
44;59;12.21;00:26
44;60;10.88;00:23
44;61;10.95;00:21
44;62;9.25;00:18
44;63;12.65;00:27
44;64;14.53;00:29
44;65;13.76;00:28
44;66;9.39;00:18
44;67;13.39;00:26
44;68;8.93;00:18
44;69;13.29;00:27
44;70;2.92;00:07
44;71;13.14;00:27
44;72;2.9;00:07
44;73;13.65;00:27
44;74;10.71;00:22
44;75;3.01;00:08
44;76;8.73;00:17
44;77;11.57;00:24
44;78;8.58;00:16
44;79;21.11;00:29
44;80;11.66;00:25
44;81;6.26;00:12
44;82;3.66;00:09
44;83;7.26;00:14
44;84;7.83;00:16
44;85;6.42;00:14
44;86;21.6;00:30
44;87;10.16;00:21
44;88;12.38;00:26
44;89;10.92;00:22
44;90;3.95;00:10
44;91;14.99;00:29
44;92;4.76;00:12
44;93;7.84;00:16
44;94;11.21;00:23
44;95;10.43;00:22
44;96;10.04;00:21
44;97;15.44;00:31
44;98;22.28;00:30
44;99;12.38;00:25
44;100;22.66;00:32
44;101;8.16;00:16
44;102;12.42;00:23
44;103;11.78;00:26
44;104;10.04;00:22
44;105;22.96;00:33
44;106;14.02;00:29
44;107;9.57;00:18
44;108;11.57;00:25
44;109;8.42;00:17
44;110;9.75;00:20
44;111;8.35;00:16
44;112;11.48;00:25
44;113;11.01;00:24
44;114;12.67;00:27
44;115;13.61;00:30
44;116;9.53;00:20
44;117;8.9;00:19
44;118;12.44;00:26
44;119;13.08;00:28
44;120;12.94;00:27
44;121;9.08;00:18
44;122;9.82;00:21
44;123;8.68;00:15
44;124;12.55;00:25
44;125;10.96;00:21
44;126;8.69;00:18
44;127;12.4;00:28
44;128;16.14;00:28
44;129;17.27;00:26
44;130;19.17;00:33
44;131;10.71;00:20
44;132;10.5;00:20
44;133;13.07;00:21
44;134;12.78;00:29
44;135;17.86;00:29
44;136;8.1;00:15
44;137;18.01;00:29
44;138;13.83;00:25
44;139;6.02;00:12
44;140;18.13;00:30
44;141;8.49;00:16
44;142;11.24;00:24
44;143;8.7;00:15
44;144;16.95;00:26
44;145;13.01;00:21
44;146;14.62;00:23
44;147;17.83;00:29
44;148;18.4;00:29
44;149;7.21;00:14
44;150;13.99;00:22
44;151;10.07;00:20
44;152;9.43;00:16
44;153;20.5;00:31
44;154;14.3;00:24
44;155;7.51;00:14
44;156;23.64;00:35
44;157;8.86;00:15
44;158;15.89;00:25
44;159;8.7;00:17
44;160;22.03;00:34
44;161;20.3;00:30
44;162;21.82;00:33
44;163;14.46;00:25
44;164;16.13;00:25
44;165;11.93;00:20
44;166;15.42;00:23
44;167;9.26;00:18
44;168;19.35;00:28
44;169;9.85;00:18
44;170;16.17;00:26
44;171;21.08;00:31
44;172;19.41;00:27
44;173;10.27;00:19
44;174;8.86;00:17
44;175;19.88;00:28
44;176;11.15;00:20
44;177;17.58;00:25
44;178;10.9;00:20
44;179;10.79;00:20
44;180;17.33;00:26
44;181;12.31;00:22
44;182;12.74;00:19
44;183;12.34;00:17
44;184;17.54;00:26
44;185;17.08;00:25
44;186;18.31;00:27
44;187;18.31;00:27
44;188;18.26;00:26
44;189;21.02;00:30
44;190;21.17;00:30
44;191;12.73;00:22
44;192;23.87;00:39
44;193;12.14;00:21
44;194;19.66;00:27
44;195;18.53;00:25
44;196;13.33;00:21
44;197;25.57;00:42
44;198;12.97;00:19
45;0;34.27;00:35
45;1;39.75;00:35
45;2;15.34;00:19
45;3;17.21;00:23
45;4;14.1;00:17
45;5;14.2;00:23
45;6;29.69;00:25
45;7;10.96;00:17
45;8;29.33;00:23
45;9;31.74;00:28
45;10;14.56;00:20
45;11;28.84;00:22
45;12;19.85;00:22
45;13;17.25;00:23
45;14;16.86;00:21
45;15;20.22;00:24
45;16;21.06;00:25
45;17;21.1;00:26
45;18;13.41;00:20
45;19;5.39;00:13
45;20;8.66;00:14
45;21;20.56;00:24
45;22;21.67;00:26
45;23;21.7;00:28
45;24;8.15;00:12
45;25;21.5;00:28
45;26;17.7;00:24
45;27;12.77;00:17
45;28;12.47;00:16
45;29;7.08;00:13
45;30;8.54;00:13
45;31;21.65;00:26
45;32;12.93;00:18
45;33;11.01;00:18
45;34;21.53;00:27
45;35;23.82;00:25
45;36;7.89;00:13
45;37;13.27;00:18
45;38;18.12;00:24
45;39;13.6;00:19
45;40;2.93;00:07
45;41;18.62;00:24
45;42;3;00:07
45;43;34.79;00:33
45;44;18.84;00:24
45;45;0;00:00
45;46;33.47;00:29
45;47;22.58;00:28
45;48;9.23;00:19
45;49;10.34;00:20
45;50;6.16;00:14
45;51;9.87;00:19
45;52;33.48;00:29
45;53;7.65;00:16
45;54;36.38;00:36
45;55;20.68;00:27
45;56;19.51;00:25
45;57;8.58;00:16
45;58;11.57;00:24
45;59;36.83;00:37
45;60;15.07;00:21
45;61;36.6;00:35
45;62;33.65;00:28
45;63;37.45;00:39
45;64;6.93;00:15
45;65;8.17;00:16
45;66;34.49;00:31
45;67;8.41;00:16
45;68;34.06;00:28
45;69;8.62;00:18
45;70;20.85;00:27
45;71;8.54;00:17
45;72;20.83;00:27
45;73;7.69;00:15
45;74;36.36;00:36
45;75;20.94;00:27
45;76;34.49;00:30
45;77;37.22;00:38
45;78;36.61;00:31
45;79;6.41;00:12
45;80;37.3;00:38
45;81;34.34;00:26
45;82;21.59;00:28
45;83;35.07;00:28
45;84;35.64;00:30
45;85;34.95;00:29
45;86;6.9;00:13
45;87;35.81;00:34
45;88;38.66;00:39
45;89;36.57;00:36
45;90;21.88;00:29
45;91;9.93;00:18
45;92;22.79;00:31
45;93;35.65;00:30
45;94;36.86;00:37
45;95;14.2;00:26
45;96;36.04;00:35
45;97;9.95;00:19
45;98;7.58;00:13
45;99;38.65;00:39
45;100;7.96;00:15
45;101;35.29;00:29
45;102;13.4;00:24
45;103;38.14;00:40
45;104;37.85;00:36
45;105;8.25;00:16
45;106;10.65;00:20
45;107;36.7;00:31
45;108;39.38;00:40
45;109;36.23;00:31
45;110;37.56;00:34
45;111;35.48;00:28
45;112;39.29;00:39
45;113;38.82;00:38
45;114;39.82;00:41
45;115;44.11;00:36
45;116;14.73;00:29
45;117;36.72;00:33
45;118;38.09;00:39
45;119;38.72;00:39
45;120;39.54;00:40
45;121;36.89;00:33
45;122;37.63;00:35
45;123;35.81;00:28
45;124;12.55;00:23
45;125;14.49;00:28
45;126;15.44;00:30
45;127;46.86;00:43
45;128;10.24;00:18
45;129;28.55;00:42
45;130;10.37;00:22
45;131;14;00:25
45;132;14.57;00:28
45;133;37.41;00:34
45;134;46.55;00:42
45;135;29.14;00:45
45;136;22.63;00:34
45;137;48.13;00:43
45;138;10.96;00:18
45;139;23.95;00:32
45;140;47.37;00:43
45;141;37.2;00:31
45;142;39.06;00:38
45;143;22.62;00:34
45;144;28.23;00:42
45;145;24.29;00:37
45;146;25.9;00:39
45;147;11.03;00:20
45;148;10.75;00:18
45;149;18.81;00:29
45;150;38.38;00:36
45;151;14.4;00:27
45;152;21.96;00:33
45;153;46.3;00:40
45;154;38.68;00:38
45;155;18.66;00:29
45;156;44.14;00:32
45;157;21.82;00:33
45;158;27.17;00:41
45;159;18.12;00:29
45;160;45.61;00:37
45;161;46.1;00:40
45;162;45.69;00:36
45;163;11.57;00:19
45;164;27.4;00:41
45;165;23.21;00:36
45;166;26.69;00:39
45;167;17.16;00:26
45;168;46.98;00:41
45;169;16.66;00:27
45;170;27.45;00:42
45;171;45.61;00:36
45;172;30.68;00:43
45;173;14.11;00:25
45;174;18.04;00:29
45;175;47.12;00:38
45;176;13.8;00:23
45;177;25.56;00:42
45;178;13.7;00:23
45;179;13.8;00:24
45;180;25.31;00:42
45;181;13.59;00:22
45;182;18.63;00:30
45;183;23.62;00:33
45;184;25.52;00:43
45;185;25.06;00:42
45;186;29.59;00:42
45;187;29.59;00:43
45;188;29.54;00:42
45;189;46.6;00:36
45;190;46.64;00:36
45;191;14.34;00:23
45;192;47.42;00:42
45;193;13.73;00:22
45;194;47.02;00:36
45;195;29.81;00:41
45;196;24.6;00:37
45;197;49.08;00:46
45;198;18.37;00:29
46;0;30.11;00:34
46;1;23.53;00:27
46;2;29.55;00:29
46;3;23.02;00:28
46;4;28.31;00:26
46;5;23.2;00:27
46;6;10.65;00:15
46;7;42.6;00:38
46;8;5.65;00:09
46;9;12.71;00:17
46;10;20.48;00:25
46;11;5.16;00:09
46;12;6.87;00:15
46;13;9.12;00:22
46;14;8.94;00:21
46;15;6.54;00:15
46;16;6.66;00:15
46;17;6.71;00:15
46;18;45.05;00:42
46;19;37.03;00:34
46;20;28.45;00:29
46;21;5.99;00:13
46;22;7.21;00:17
46;23;4.83;00:13
46;24;27.94;00:27
46;25;4.85;00:13
46;26;11.3;00:21
46;27;23.58;00:28
46;28;23.28;00:26
46;29;26.48;00:26
46;30;28.32;00:28
46;31;5.38;00:12
46;32;23.75;00:28
46;33;24.22;00:29
46;34;6.44;00:15
46;35;3.34;00:07
46;36;39.53;00:34
46;37;24.09;00:29
46;38;11.97;00:24
46;39;24.41;00:30
46;40;34.57;00:28
46;41;9.85;00:18
46;42;34.65;00:28
46;43;3.1;00:09
46;44;10.23;00:19
46;45;30.19;00:30
46;46;0;00:00
46;47;5.53;00:14
46;48;25.89;00:34
46;49;25.66;00:32
46;50;33.47;00:36
46;51;25.89;00:32
46;52;1.78;00:05
46;53;29.75;00:35
46;54;4.86;00:13
46;55;8.31;00:16
46;56;9.44;00:18
46;57;23.19;00:34
46;58;20.77;00:35
46;59;5.31;00:14
46;60;19.97;00:34
46;61;3.88;00:11
46;62;1.81;00:05
46;63;5.93;00:16
46;64;22.77;00:34
46;65;22.78;00:34
46;66;2.8;00:07
46;67;22.39;00:33
46;68;2.22;00:06
46;69;22.6;00:34
46;70;7.57;00:13
46;71;22.06;00:33
46;72;7.55;00:13
46;73;22.3;00:33
46;74;4.52;00:13
46;75;7.73;00:14
46;76;2.64;00:08
46;77;5.37;00:15
46;78;2.82;00:08
46;79;22.31;00:34
46;80;5.46;00:16
46;81;4.71;00:08
46;82;7.47;00:14
46;83;5.44;00:10
46;84;6.01;00:12
46;85;5.32;00:11
46;86;26.47;00:33
46;87;3.97;00:12
46;88;6.18;00:16
46;89;4.73;00:13
46;90;7.47;00:14
46;91;19.68;00:31
46;92;6.77;00:13
46;93;6.02;00:12
46;94;5.02;00:14
46;95;13.79;00:25
46;96;4.19;00:12
46;97;22.26;00:32
46;98;26.19;00:31
46;99;6.18;00:16
46;100;21.33;00:34
46;101;5.66;00:10
46;102;17.11;00:26
46;103;6.29;00:17
46;104;5.14;00:14
46;105;24.8;00:32
46;106;19.08;00:30
46;107;7.07;00:12
46;108;6.33;00:17
46;109;6.6;00:13
46;110;4.84;00:12
46;111;5.85;00:10
46;112;6.58;00:17
46;113;6.11;00:16
46;114;6.48;00:18
46;115;9.64;00:22
46;116;12.9;00:24
46;117;4.99;00:14
46;118;6.25;00:17
46;119;6.88;00:19
46;120;6.74;00:18
46;121;7.26;00:14
46;122;6.1;00:14
46;123;6.18;00:09
46;124;17.24;00:27
46;125;15.65;00:24
46;126;12.06;00:22
46;127;7.16;00:20
46;128;20.64;00:29
46;129;7.73;00:19
46;130;23.84;00:33
46;131;15.4;00:23
46;132;15.19;00:22
46;133;7.78;00:16
46;134;7.55;00:20
46;135;7.38;00:20
46;136;8.08;00:15
46;137;7.54;00:21
46;138;17.4;00:26
46;139;9.54;00:16
46;140;7.77;00:21
46;141;7.57;00:13
46;142;6.13;00:16
46;143;8.68;00:14
46;144;8.16;00:19
46;145;7.79;00:16
46;146;6.67;00:16
46;147;22.5;00:29
46;148;23.07;00:29
46;149;10.58;00:18
46;150;8.75;00:17
46;151;14.76;00:22
46;152;7.94;00:13
46;153;9.2;00:24
46;154;9.05;00:19
46;155;12.46;00:19
46;156;28.05;00:26
46;157;8.84;00:14
46;158;9.21;00:20
46;159;13.91;00:20
46;160;10.9;00:28
46;161;9;00:23
46;162;10.46;00:26
46;163;18.96;00:26
46;164;13.6;00:21
46;165;9.26;00:16
46;166;12.89;00:19
46;167;14.25;00:20
46;168;16.83;00:24
46;169;14.98;00:22
46;170;13.64;00:22
46;171;18.55;00:27
46;172;16.88;00:24
46;173;14.83;00:22
46;174;12.29;00:18
46;175;17.36;00:24
46;176;14.72;00:20
46;177;15.05;00:21
46;178;14.46;00:20
46;179;14.36;00:20
46;180;14.8;00:22
46;181;16.81;00:23
46;182;12.57;00:18
46;183;9.81;00:14
46;184;15.01;00:23
46;185;14.55;00:22
46;186;15.78;00:23
46;187;15.78;00:23
46;188;15.74;00:22
46;189;18.5;00:26
46;190;18.64;00:27
46;191;17.13;00:25
46;192;21.34;00:36
46;193;16.53;00:24
46;194;17.13;00:24
46;195;16;00:22
46;196;10.8;00:18
46;197;23.05;00:39
46;198;12.8;00:18
47;0;22.64;00:35
47;1;26.01;00:34
47;2;17.12;00:30
47;3;12.4;00:26
47;4;15.88;00:27
47;5;12.59;00:25
47;6;14.31;00:21
47;7;29.68;00:40
47;8;8.14;00:16
47;9;16.37;00:24
47;10;7.06;00:16
47;11;7.65;00:16
47;12;3.19;00:09
47;13;5.1;00:15
47;14;5.42;00:13
47;15;2.86;00:09
47;16;2.98;00:09
47;17;3.02;00:09
47;18;32.13;00:44
47;19;24.1;00:36
47;20;17.83;00:27
47;21;2.31;00:07
47;22;2.9;00:09
47;23;2.65;00:10
47;24;17.32;00:25
47;25;2.55;00:09
47;26;4.17;00:12
47;27;10.57;00:22
47;28;10.27;00:21
47;29;15.87;00:24
47;30;17.71;00:26
47;31;1.69;00:05
47;32;10.74;00:23
47;33;11.21;00:24
47;34;2.75;00:08
47;35;4.21;00:11
47;36;26.61;00:36
47;37;11.08;00:24
47;38;6.37;00:16
47;39;11.4;00:24
47;40;21.65;00:31
47;41;3.27;00:10
47;42;21.72;00:31
47;43;7.42;00:20
47;44;4.28;00:12
47;45;19.58;00:28
47;46;6.11;00:15
47;47;0;00:00
47;48;12.88;00:29
47;49;12.66;00:26
47;50;22.86;00:34
47;51;12.88;00:27
47;52;6.11;00:16
47;53;15.74;00:31
47;54;9.19;00:24
47;55;2.78;00:10
47;56;4.2;00:14
47;57;14.43;00:29
47;58;12.93;00:29
47;59;10.63;00:25
47;60;12.88;00:27
47;61;9.37;00:20
47;62;5.16;00:13
47;63;11.07;00:26
47;64;20.49;00:32
47;65;20.5;00:32
47;66;7.8;00:16
47;67;15.39;00:30
47;68;5.57;00:14
47;69;15.29;00:31
47;70;4.13;00:11
47;71;19.78;00:30
47;72;4.11;00:11
47;73;20.02;00:31
47;74;9.13;00:21
47;75;4.29;00:12
47;76;7.15;00:15
47;77;9.99;00:23
47;78;7;00:15
47;79;20.03;00:31
47;80;10.07;00:23
47;81;4.68;00:10
47;82;4.03;00:12
47;83;5.67;00:12
47;84;6.25;00:14
47;85;4.19;00:11
47;86;24.18;00:30
47;87;8.58;00:19
47;88;10.79;00:24
47;89;9.34;00:21
47;90;4.03;00:12
47;91;17.4;00:29
47;92;3.33;00:10
47;93;6.26;00:14
47;94;9.63;00:21
47;95;11.36;00:22
47;96;8.46;00:20
47;97;19.97;00:30
47;98;23.9;00:29
47;99;10.79;00:24
47;100;19.05;00:32
47;101;5.29;00:14
47;102;14.82;00:24
47;103;10.2;00:24
47;104;8.46;00:20
47;105;22.52;00:30
47;106;16.8;00:27
47;107;6.7;00:15
47;108;9.99;00:24
47;109;6.84;00:15
47;110;8.16;00:18
47;111;5.48;00:13
47;112;9.9;00:23
47;113;9.43;00:22
47;114;11.09;00:25
47;115;20.39;00:30
47;116;10.46;00:21
47;117;7.32;00:17
47;118;10.86;00:24
47;119;11.5;00:26
47;120;11.36;00:26
47;121;7.5;00:17
47;122;8.24;00:19
47;123;5.81;00:12
47;124;14.95;00:25
47;125;13.37;00:22
47;126;9.62;00:19
47;127;15.9;00:26
47;128;18.36;00:27
47;129;14.82;00:23
47;130;21.56;00:31
47;131;13.12;00:21
47;132;12.91;00:20
47;133;10.62;00:17
47;134;15.89;00:26
47;135;15.41;00:25
47;136;5.65;00:12
47;137;15.56;00:26
47;138;15.12;00:23
47;139;6.1;00:14
47;140;15.67;00:26
47;141;6.03;00:12
47;142;12.38;00:21
47;143;6.25;00:11
47;144;14.5;00:22
47;145;10.56;00:17
47;146;12.17;00:19
47;147;20.21;00:27
47;148;20.78;00:27
47;149;8.15;00:15
47;150;11.54;00:19
47;151;12.48;00:20
47;152;6.98;00:13
47;153;18.05;00:27
47;154;11.84;00:21
47;155;8.45;00:16
47;156;21.19;00:32
47;157;6.41;00:11
47;158;13.44;00:21
47;159;11.63;00:17
47;160;19.57;00:30
47;161;17.85;00:26
47;162;19.37;00:30
47;163;16.68;00:24
47;164;13.67;00:21
47;165;9.48;00:16
47;166;12.96;00:19
47;167;11.96;00:18
47;168;16.9;00:24
47;169;12.7;00:19
47;170;13.72;00:22
47;171;18.63;00:27
47;172;16.95;00:23
47;173;12.54;00:19
47;174;10;00:15
47;175;17.43;00:24
47;176;12.44;00:18
47;177;15.13;00:21
47;178;12.18;00:18
47;179;12.08;00:18
47;180;14.87;00:22
47;181;14.52;00:21
47;182;10.29;00:15
47;183;9.89;00:14
47;184;15.08;00:22
47;185;14.63;00:21
47;186;15.86;00:23
47;187;15.86;00:23
47;188;15.81;00:22
47;189;18.57;00:26
47;190;18.72;00:27
47;191;14.84;00:22
47;192;21.41;00:36
47;193;14.25;00:21
47;194;17.21;00:23
47;195;16.08;00:21
47;196;10.87;00:17
47;197;23.12;00:38
47;198;10.52;00:15
48;0;31.66;00:44
48;1;36.58;00:43
48;2;11.75;00:25
48;3;13.63;00:28
48;4;10.51;00:22
48;5;16.91;00:28
48;6;23.33;00:30
48;7;18.23;00:28
48;8;23.31;00:30
48;9;25.39;00:32
48;10;7.21;00:17
48;11;22.82;00:29
48;12;15.72;00:23
48;13;9.85;00:23
48;14;9.47;00:21
48;15;16.08;00:25
48;16;16.92;00:26
48;17;16.97;00:27
48;18;20.68;00:32
48;19;12.65;00:24
48;20;4.01;00:14
48;21;16.43;00:26
48;22;17.54;00:28
48;23;17.57;00:30
48;24;4.02;00:13
48;25;17.37;00:30
48;26;10.3;00:24
48;27;3.77;00:10
48;28;4.64;00:13
48;29;9.94;00:18
48;30;3.68;00:13
48;31;17.51;00:28
48;32;3.28;00:09
48;33;3.78;00:11
48;34;17.39;00:28
48;35;19.37;00:28
48;36;15.16;00:24
48;37;3.39;00:12
48;38;9.89;00:22
48;39;3.3;00:12
48;40;10.2;00:19
48;41;11.22;00:24
48;42;10.27;00:19
48;43;24.53;00:39
48;44;11.45;00:24
48;45;8.13;00:16
48;46;23.21;00:35
48;47;18.45;00:30
48;48;0;00:00
48;49;1.84;00:06
48;50;5.52;00:14
48;51;1.57;00:06
48;52;23.21;00:35
48;53;1.37;00:04
48;54;30.03;00:40
48;55;13.29;00:28
48;56;12.11;00:25
48;57;1.14;00:04
48;58;3.27;00:10
48;59;30.47;00:41
48;60;4.58;00:13
48;61;26.33;00:41
48;62;23.38;00:34
48;63;31.1;00:44
48;64;2.16;00:05
48;65;2.2;00:06
48;66;24.23;00:37
48;67;2.25;00:06
48;68;23.8;00:34
48;69;2.15;00:07
48;70;13.46;00:27
48;71;2.39;00:07
48;72;13.44;00:27
48;73;2.15;00:06
48;74;26.1;00:42
48;75;13.54;00:27
48;76;24.22;00:36
48;77;31.87;00:45
48;78;24.39;00:38
48;79;3.55;00:10
48;80;32.26;00:45
48;81;24.07;00:32
48;82;14.2;00:28
48;83;23.07;00:36
48;84;23.65;00:37
48;85;21.2;00:34
48;86;4.16;00:11
48;87;25.54;00:40
48;88;32.31;00:43
48;89;26.3;00:42
48;90;14.48;00:30
48;91;4.37;00:11
48;92;15.39;00:31
48;93;22.21;00:37
48;94;24.76;00:44
48;95;6.57;00:17
48;96;23.77;00:41
48;97;4.7;00:13
48;98;6.19;00:14
48;99;32.29;00:44
48;100;4.14;00:12
48;101;21.03;00:34
48;102;6.79;00:16
48;103;26.39;00:43
48;104;23.77;00:41
48;105;4.43;00:13
48;106;5.4;00:14
48;107;21.46;00:35
48;108;24.69;00:43
48;109;22.05;00:37
48;110;23.48;00:39
48;111;20.33;00:33
48;112;24.6;00:42
48;113;24.13;00:42
48;114;33.47;00:46
48;115;32.17;00:44
48;116;7.49;00:20
48;117;21.59;00:37
48;118;26.58;00:44
48;119;32.36;00:43
48;120;33.18;00:45
48;121;21.41;00:36
48;122;21.84;00:37
48;123;25.54;00:34
48;124;6.9;00:17
48;125;7.88;00:21
48;126;8.2;00:21
48;127;25.81;00:43
48;128;6.42;00:15
48;129;24.73;00:39
48;130;6.55;00:19
48;131;7.38;00:17
48;132;7.96;00:20
48;133;20.53;00:34
48;134;25.8;00:42
48;135;25.31;00:42
48;136;18.8;00:32
48;137;25.47;00:42
48;138;7.14;00:15
48;139;13.57;00:30
48;140;25.58;00:43
48;141;18.82;00:32
48;142;22.29;00:38
48;143;18.8;00:31
48;144;24.41;00:39
48;145;20.46;00:34
48;146;22.07;00:36
48;147;7.21;00:17
48;148;7.13;00:17
48;149;10.82;00:25
48;150;21.45;00:36
48;151;8.77;00:21
48;152;18.14;00:30
48;153;24.66;00:45
48;154;21.75;00:38
48;155;10.67;00:24
48;156;40.53;00:40
48;157;18;00:30
48;158;23.35;00:38
48;159;10.13;00:24
48;160;29.48;00:47
48;161;24.46;00:44
48;162;25.93;00:47
48;163;7.75;00:16
48;164;23.58;00:38
48;165;19.38;00:33
48;166;22.87;00:36
48;167;9.82;00:23
48;168;26.81;00:41
48;169;10.41;00:24
48;170;23.62;00:39
48;171;28.53;00:44
48;172;26.86;00:40
48;173;10.29;00:22
48;174;10.05;00:24
48;175;27.34;00:41
48;176;9.97;00:20
48;177;21.74;00:39
48;178;9.88;00:20
48;179;9.98;00:21
48;180;21.49;00:40
48;181;9.76;00:19
48;182;10.64;00:24
48;183;19.8;00:30
48;184;21.7;00:40
48;185;21.24;00:39
48;186;25.77;00:40
48;187;25.77;00:40
48;188;25.72;00:39
48;189;28.48;00:43
48;190;28.62;00:44
48;191;10.52;00:20
48;192;33.45;00:50
48;193;9.9;00:19
48;194;27.11;00:40
48;195;25.99;00:38
48;196;20.78;00:34
48;197;36.87;00:53
48;198;11.32;00:25
49;0;29.44;00:39
49;1;34.92;00:39
49;2;10.53;00:21
49;3;12.41;00:25
49;4;9.29;00:19
49;5;13.99;00:24
49;6;20.4;00:26
49;7;19.72;00:31
49;8;20.38;00:26
49;9;22.46;00:28
49;10;5.99;00:13
49;11;19.89;00:25
49;12;12.79;00:20
49;13;8.63;00:19
49;14;8.25;00:17
49;15;13.15;00:21
49;16;14;00:23
49;17;14.04;00:24
49;18;22.18;00:34
49;19;14.15;00:27
49;20;5.13;00:12
49;21;13.5;00:22
49;22;14.61;00:24
49;23;14.64;00:26
49;24;5.22;00:13
49;25;14.44;00:26
49;26;9.09;00:21
49;27;2.55;00:07
49;28;3.42;00:09
49;29;9.01;00:17
49;30;4.81;00:11
49;31;14.59;00:24
49;32;2.06;00:05
49;33;2.57;00:08
49;34;14.47;00:24
49;35;16.44;00:25
49;36;16.66;00:27
49;37;2.17;00:08
49;38;8.68;00:19
49;39;2.09;00:08
49;40;11.7;00:21
49;41;10;00:20
49;42;11.77;00:21
49;43;21.6;00:36
49;44;10.23;00:20
49;45;9.63;00:19
49;46;20.28;00:31
49;47;15.52;00:26
